Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Middeltemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Folgefonna Skisenter;SN49085;22.11.2018;4.3;0.8;-1.6;0;0
Folgefonna Skisenter;SN49085;23.11.2018;2.9;-2.3;-5;0;0
Folgefonna Skisenter;SN49085;24.11.2018;1.7;-3.1;-6.8;0;0
Folgefonna Skisenter;SN49085;25.11.2018;-0.8;-4.9;-7;0.1;0
Folgefonna Skisenter;SN49085;26.11.2018;-2.1;-;-6.7;0;0
Folgefonna Skisenter;SN49085;27.11.2018;-3.2;-;-9.5;0.1;0
Folgefonna Skisenter;SN49085;28.11.2018;0.1;-;-8.4;-;0
Folgefonna Skisenter;SN49085;29.11.2018;3;1;-4.1;-;0
Folgefonna Skisenter;SN49085;30.11.2018;2.2;-0.5;-1.4;4.5;5
Folgefonna Skisenter;SN49085;01.12.2018;-1.2;-;-3.3;6.2;17
Folgefonna Skisenter;SN49085;02.12.2018;1.4;-0.1;-3.5;8;34
Folgefonna Skisenter;SN49085;03.12.2018;1.7;-;-2.7;5;2
Folgefonna Skisenter;SN49085;04.12.2018;-2.7;-7;-8.1;9.4;31
Folgefonna Skisenter;SN49085;05.12.2018;-4.3;-5.9;-9.5;0.7;48
Folgefonna Skisenter;SN49085;06.12.2018;-0.4;-2.8;-5.9;1.9;45
Folgefonna Skisenter;SN49085;07.12.2018;0.9;-0.3;-1.9;5.9;22
Folgefonna Skisenter;SN49085;08.12.2018;0.6;-2.4;-5.1;6.1;-
Folgefonna Skisenter;SN49085;09.12.2018;-2.9;-4.9;-6.3;1;24
Folgefonna Skisenter;SN49085;10.12.2018;-4.6;-5.3;-6.5;0.1;20
Folgefonna Skisenter;SN49085;11.12.2018;-2.5;-4.3;-7;0;20
Folgefonna Skisenter;SN49085;12.12.2018;-3.4;-6.3;-8.7;0;20
Folgefonna Skisenter;SN49085;13.12.2018;-2.3;-6.9;-9;0;20
Folgefonna Skisenter;SN49085;14.12.2018;-5;-7.5;-9.6;0;20
Folgefonna Skisenter;SN49085;15.12.2018;-6.4;-7.2;-8.5;0;19
Folgefonna Skisenter;SN49085;18.12.2018;0.7;-1.5;-6.4;0;0
Folgefonna Skisenter;SN49085;19.12.2018;1.5;-3;-4.1;0.4;0
Folgefonna Skisenter;SN49085;20.12.2018;-2.1;-3.4;-4;3.9;0
Folgefonna Skisenter;SN49085;21.12.2018;-3.4;-5.9;-7.6;3.1;0
Folgefonna Skisenter;SN49085;22.12.2018;-3.3;-5.1;-6.8;2.6;2
Folgefonna Skisenter;SN49085;23.12.2018;-4.4;-5.9;-8.1;1.2;3
Folgefonna Skisenter;SN49085;24.12.2018;-2.1;-4.4;-10.2;0;3
Folgefonna Skisenter;SN49085;25.12.2018;-1.4;-2.3;-2.7;4.8;37
Folgefonna Skisenter;SN49085;26.12.2018;2.3;0.7;-3.5;0.6;39
Folgefonna Skisenter;SN49085;27.12.2018;1.6;-0.2;-0.9;5.7;32
Folgefonna Skisenter;SN49085;28.12.2018;-0.4;-1.5;-3.6;4.7;41
Folgefonna Skisenter;SN49085;29.12.2018;0;-3;-5.5;1.1;40
Folgefonna Skisenter;SN49085;30.12.2018;-2.3;-3.7;-6.9;2.5;50
Folgefonna Skisenter;SN49085;31.12.2018;1.7;0.3;-2.3;3.2;59
Folgefonna Skisenter;SN49085;01.01.2019;1.8;-5.1;-7;33.6;66
Folgefonna Skisenter;SN49085;02.01.2019;-5.9;-7.5;-8.2;2.4;64
Folgefonna Skisenter;SN49085;03.01.2019;-2.2;-3.7;-7.3;0;64
Folgefonna Skisenter;SN49085;04.01.2019;1.3;0.3;-3.9;0.3;66
Folgefonna Skisenter;SN49085;05.01.2019;1.4;0.6;0.4;0.9;62
Folgefonna Skisenter;SN49085;06.01.2019;0.5;-0.7;-1;1.1;61
Folgefonna Skisenter;SN49085;07.01.2019;-0.7;-3;-6.7;1;64
Folgefonna Skisenter;SN49085;08.01.2019;-1;-5;-6.2;3.5;68
Folgefonna Skisenter;SN49085;09.01.2019;-5.7;-6.9;-8;0;66
Folgefonna Skisenter;SN49085;10.01.2019;1;-1.2;-7;0.2;66
Folgefonna Skisenter;SN49085;11.01.2019;0.7;-5.2;-7.1;1.6;68
Folgefonna Skisenter;SN49085;12.01.2019;-1.7;-;-8.6;-;68
Folgefonna Skisenter;SN49085;13.01.2019;-1.3;-5.6;-9.5;5.1;106
Folgefonna Skisenter;SN49085;14.01.2019;-8.5;-10.1;-12;3.3;113
Folgefonna Skisenter;SN49085;15.01.2019;-3.4;-5.5;-10.3;1.7;114
Folgefonna Skisenter;SN49085;16.01.2019;-1.4;-4.2;-5.5;6.2;131
Folgefonna Skisenter;SN49085;17.01.2019;-5.6;-10.5;-13.2;5.8;116
Folgefonna Skisenter;SN49085;18.01.2019;-5.7;-8.1;-13.2;0.1;123
Folgefonna Skisenter;SN49085;19.01.2019;-5.6;-;-6.7;3.7;131
Folgefonna Skisenter;SN49085;20.01.2019;-4.3;-6.1;-9.3;1.4;136
Folgefonna Skisenter;SN49085;21.01.2019;-4.5;-7.3;-9.7;2.6;145
Folgefonna Skisenter;SN49085;22.01.2019;-5;-6.3;-9.1;0;124
Folgefonna Skisenter;SN49085;23.01.2019;-4.6;-6.4;-8;2;93
Folgefonna Skisenter;SN49085;24.01.2019;-5.3;-6.5;-7.6;0.2;91
Folgefonna Skisenter;SN49085;25.01.2019;-5.7;-7.3;-8.5;0;91
Folgefonna Skisenter;SN49085;26.01.2019;-6.2;-8;-8.7;2;-
Folgefonna Skisenter;SN49085;27.01.2019;-7.8;-9.8;-11.3;3;68
Folgefonna Skisenter;SN49085;28.01.2019;-7.3;-10.6;-13.3;2;68
Folgefonna Skisenter;SN49085;29.01.2019;-6.2;-7.6;-10.2;0.2;70
Folgefonna Skisenter;SN49085;30.01.2019;-5.7;-6.7;-7.6;0.6;69
Folgefonna Skisenter;SN49085;31.01.2019;-7.1;-8.5;-9.6;0.1;68
Folgefonna Skisenter;SN49085;01.02.2019;-7.3;-9;-10.5;4;69
Folgefonna Skisenter;SN49085;02.02.2019;-6.8;-8.8;-11.7;2.6;68
Folgefonna Skisenter;SN49085;03.02.2019;-6.4;-8.2;-12.2;0;68
Folgefonna Skisenter;SN49085;04.02.2019;-1.9;-3.9;-9.5;0.9;68
Folgefonna Skisenter;SN49085;05.02.2019;-1.5;-6;-8.4;1.1;72
Folgefonna Skisenter;SN49085;06.02.2019;-2;-3.1;-7.9;0.1;68
Folgefonna Skisenter;SN49085;07.02.2019;-1.1;-4;-5.2;4.5;75
Folgefonna Skisenter;SN49085;08.02.2019;-2.5;-3.7;-5.7;5.9;68
Folgefonna Skisenter;SN49085;09.02.2019;-0.6;-2.2;-3.6;3.6;68
Folgefonna Skisenter;SN49085;10.02.2019;-1.4;-3.6;-6.8;0.9;70
Folgefonna Skisenter;SN49085;11.02.2019;-5.2;-8.1;-9.4;3.5;75
Folgefonna Skisenter;SN49085;12.02.2019;-1;-3.9;-9;0.9;95
Folgefonna Skisenter;SN49085;13.02.2019;0.4;-1;-2.6;16.6;104
Folgefonna Skisenter;SN49085;14.02.2019;2.3;1.1;0.1;0;100
Folgefonna Skisenter;SN49085;15.02.2019;6.3;3.8;1.2;0.7;93
Folgefonna Skisenter;SN49085;16.02.2019;4.1;0.1;-1.1;0;91
Folgefonna Skisenter;SN49085;17.02.2019;5;1.4;-1.9;8.5;99
Folgefonna Skisenter;SN49085;18.02.2019;4.3;-0.5;-1.5;0.4;97
Folgefonna Skisenter;SN49085;19.02.2019;-1;-2.9;-4.2;6.8;118
Folgefonna Skisenter;SN49085;20.02.2019;1;-2.2;-7.1;2.1;129
Folgefonna Skisenter;SN49085;21.02.2019;1.4;0.5;-1.5;5.6;126
Folgefonna Skisenter;SN49085;22.02.2019;5.9;3.2;-1;0;119
Folgefonna Skisenter;SN49085;23.02.2019;6.3;4.8;3;0;111
Folgefonna Skisenter;SN49085;24.02.2019;5.2;-0.5;-2.8;0.8;106
Folgefonna Skisenter;SN49085;25.02.2019;2.9;1.6;-3.7;0.1;105
Folgefonna Skisenter;SN49085;26.02.2019;6;4.1;1.5;0.2;104
Folgefonna Skisenter;SN49085;27.02.2019;4.9;-0.6;-2;0;101
Folgefonna Skisenter;SN49085;28.02.2019;0;-5.2;-8.7;1.4;108
Folgefonna Skisenter;SN49085;01.03.2019;-3.5;-5.8;-8.9;0;106
Folgefonna Skisenter;SN49085;02.03.2019;-1.6;-3.8;-8.6;0;105
Folgefonna Skisenter;SN49085;03.03.2019;0.3;-1.4;-2.8;2.2;101
Folgefonna Skisenter;SN49085;04.03.2019;-1.3;-2.4;-2.9;3.5;101
Folgefonna Skisenter;SN49085;05.03.2019;-1.9;-3.1;-4;2.6;104
Folgefonna Skisenter;SN49085;06.03.2019;-2.1;-;-5.4;2.8;104
Folgefonna Skisenter;SN49085;07.03.2019;1.4;-0.4;-4.2;4.3;-
Folgefonna Skisenter;SN49085;08.03.2019;-0.6;-7.2;-8.5;5.4;118
Folgefonna Skisenter;SN49085;09.03.2019;-1.4;-5;-7.9;0.3;117
Folgefonna Skisenter;SN49085;10.03.2019;-5.3;-10.6;-13.3;2;117
Folgefonna Skisenter;SN49085;11.03.2019;-3.3;-8.5;-13.5;0;116
Folgefonna Skisenter;SN49085;12.03.2019;-3.5;-4.6;-6.6;0.1;116
Folgefonna Skisenter;SN49085;13.03.2019;0.2;-4.9;-7.4;6.1;101
Folgefonna Skisenter;SN49085;14.03.2019;0.9;-3.9;-8.3;1.3;101
Folgefonna Skisenter;SN49085;15.03.2019;-2.5;-3.8;-5.8;1.1;100
Folgefonna Skisenter;SN49085;16.03.2019;-2.5;-;-4.6;6.8;117
Folgefonna Skisenter;SN49085;17.03.2019;-3.6;-6.1;-7.7;9.1;100
Folgefonna Skisenter;SN49085;18.03.2019;-4.5;-6.2;-7.5;2.4;101
Folgefonna Skisenter;SN49085;19.03.2019;-1.6;-4.7;-10;0;100
Folgefonna Skisenter;SN49085;20.03.2019;-0.5;-1.9;-3.7;5.7;108
Folgefonna Skisenter;SN49085;21.03.2019;2.2;-0.9;-3.1;33.3;111
Folgefonna Skisenter;SN49085;22.03.2019;4;0.8;-5.1;11.1;115
Folgefonna Skisenter;SN49085;23.03.2019;1;-4.5;-5.6;18.8;122
Folgefonna Skisenter;SN49085;24.03.2019;-3.4;-;-5.4;15.3;127
Folgefonna Skisenter;SN49085;25.03.2019;-1;-4.5;-5.8;10.1;145
Folgefonna Skisenter;SN49085;26.03.2019;-0.8;-3.2;-7.3;0.1;142
Folgefonna Skisenter;SN49085;27.03.2019;1;-0.5;-2.9;3.3;148
Folgefonna Skisenter;SN49085;28.03.2019;1.6;0.8;0.2;0.4;142
Folgefonna Skisenter;SN49085;29.03.2019;1.1;-0.1;-0.5;1.6;135
Folgefonna Skisenter;SN49085;30.03.2019;0;-3.8;-5.3;5;144
Folgefonna Skisenter;SN49085;31.03.2019;-5.1;-8.3;-9.6;5.9;149
Folgefonna Skisenter;SN49085;01.04.2019;-4.7;-6.2;-9.8;0.1;148
Folgefonna Skisenter;SN49085;02.04.2019;-0.9;-3.7;-7.2;0;140
Folgefonna Skisenter;SN49085;03.04.2019;3.2;0.4;-3.8;2.2;134
Folgefonna Skisenter;SN49085;04.04.2019;6.3;3.8;1;1;134
Folgefonna Skisenter;SN49085;05.04.2019;6.9;5.1;3.4;0;131
Folgefonna Skisenter;SN49085;06.04.2019;5.8;3.5;0.6;0.1;126
Folgefonna Skisenter;SN49085;07.04.2019;6.1;1.9;-1.2;0;124
Folgefonna Skisenter;SN49085;08.04.2019;2.1;-2.9;-4.7;0;124
Folgefonna Skisenter;SN49085;09.04.2019;-1.1;-4.6;-7.9;0;124
Folgefonna Skisenter;SN49085;10.04.2019;-2.9;-5.4;-8;0;123
Folgefonna Skisenter;SN49085;11.04.2019;-2.2;-5.1;-6.9;0;124
Folgefonna Skisenter;SN49085;12.04.2019;1.7;-3.4;-8.9;0;123
Folgefonna Skisenter;SN49085;13.04.2019;1.3;-1.6;-3.8;0;123
Folgefonna Skisenter;SN49085;14.04.2019;1.4;-1;-3;0;122
Folgefonna Skisenter;SN49085;15.04.2019;3.6;-0.1;-4.2;0;122
Folgefonna Skisenter;SN49085;16.04.2019;1;-1.1;-2;0;122
Folgefonna Skisenter;SN49085;17.04.2019;1.9;-0.3;-3.1;0.4;121
Folgefonna Skisenter;SN49085;18.04.2019;9.3;3.7;0.1;0;120
Folgefonna Skisenter;SN49085;19.04.2019;7.7;5;1.3;0;119
Folgefonna Skisenter;SN49085;20.04.2019;6.1;4.6;1.4;0;118
Folgefonna Skisenter;SN49085;21.04.2019;7.9;5.3;3.6;0;114
Folgefonna Skisenter;SN49085;22.04.2019;9.2;7.3;4.4;0;109
Folgefonna Skisenter;SN49085;23.04.2019;9;5.4;4.2;0;104
Folgefonna Skisenter;SN49085;24.04.2019;6.2;4.1;2.1;0;97
Folgefonna Skisenter;SN49085;25.04.2019;7.5;5;2.2;5.4;87
Folgefonna Skisenter;SN49085;26.04.2019;8.7;6.1;4.1;1.5;70
Folgefonna Skisenter;SN49085;27.04.2019;7.5;5.1;3.8;1.2;57
Folgefonna Skisenter;SN49085;28.04.2019;6.6;5.7;3.8;1.1;50
Folgefonna Skisenter;SN49085;29.04.2019;12.1;8.2;5.2;0;41
Folgefonna Skisenter;SN49085;30.04.2019;11.9;-;5.1;0;36
Folgefonna Skisenter;SN49085;01.05.2019;7.4;2.5;0.6;-;30
Folgefonna Skisenter;SN49085;02.05.2019;0.7;-;-4.7;0.8;28
Folgefonna Skisenter;SN49085;03.05.2019;-2.5;-5.7;-7.4;0.1;28
Folgefonna Skisenter;SN49085;04.05.2019;-1.2;-4.4;-7.8;2.9;28
Folgefonna Skisenter;SN49085;05.05.2019;-2.3;-4.5;-5.8;0;28
Folgefonna Skisenter;SN49085;06.05.2019;-1.3;-4.2;-6.3;7.4;40
Folgefonna Skisenter;SN49085;07.05.2019;-2.1;-5.9;-10.1;0.2;36
Folgefonna Skisenter;SN49085;08.05.2019;-0.1;-4.1;-8.2;3.7;39
Folgefonna Skisenter;SN49085;09.05.2019;1;-1.1;-4;0.2;35
Folgefonna Skisenter;SN49085;10.05.2019;2.2;-0.2;-1.7;5.6;38
Folgefonna Skisenter;SN49085;11.05.2019;0.8;-2.2;-3.2;13.1;50
Folgefonna Skisenter;SN49085;12.05.2019;0;-3.5;-7.6;3.6;50
Folgefonna Skisenter;SN49085;13.05.2019;4;-1.6;-5.6;1.6;50
Folgefonna Skisenter;SN49085;14.05.2019;5.6;2.4;-2.9;0.2;45
Folgefonna Skisenter;SN49085;15.05.2019;7.1;4.9;1.6;0;38
Folgefonna Skisenter;SN49085;16.05.2019;8.6;7.1;4.5;0;31
Folgefonna Skisenter;SN49085;17.05.2019;10.2;8.2;6.6;0;19
Folgefonna Skisenter;SN49085;18.05.2019;9.8;5.7;4.1;0;5
Folgefonna Skisenter;SN49085;19.05.2019;10.7;8.3;4.3;1;0
Folgefonna Skisenter;SN49085;20.05.2019;11.5;8.9;7.2;0;0
Folgefonna Skisenter;SN49085;21.05.2019;12.3;9.9;6.7;0;0
Folgefonna Skisenter;SN49085;22.05.2019;11.3;6.2;3.7;1.5;0
Folgefonna Skisenter;SN49085;23.05.2019;4.3;2.1;0.9;6.3;0
Folgefonna Skisenter;SN49085;24.05.2019;6.5;3.1;0.4;4;0
Folgefonna Skisenter;SN49085;25.05.2019;4.7;1.1;0.8;0.1;0
Folgefonna Skisenter;SN49085;26.05.2019;2.8;0.1;-2.5;4.8;0
Folgefonna Skisenter;SN49085;27.05.2019;2.6;0.5;-0.5;0;0
Folgefonna Skisenter;SN49085;28.05.2019;0.2;-3.3;-4.4;1.1;0
Folgefonna Skisenter;SN49085;29.05.2019;-1.4;-3;-5.4;7.8;0
Folgefonna Skisenter;SN49085;30.05.2019;-0.1;-1.2;-2.1;7.1;0
Folgefonna Skisenter;SN49085;31.05.2019;2.1;0.1;-2.7;7.5;0
Folgefonna Skisenter;SN49085;01.06.2019;5.5;3;0.7;14.8;26
Folgefonna Skisenter;SN49085;02.06.2019;8.3;5.5;0.5;4.7;12
Folgefonna Skisenter;SN49085;03.06.2019;8.9;6;3.9;8.3;0
Folgefonna Skisenter;SN49085;04.06.2019;4.9;4.1;3.1;1.7;0
Folgefonna Skisenter;SN49085;05.06.2019;8.7;6.5;4;0.5;0
Folgefonna Skisenter;SN49085;06.06.2019;13.6;11.1;6.3;6.1;0
Folgefonna Skisenter;SN49085;07.06.2019;11.8;7;3;10.9;0
Folgefonna Skisenter;SN49085;08.06.2019;9.6;6.8;5.6;0;0
Folgefonna Skisenter;SN49085;09.06.2019;6.3;4.3;3.6;9.4;0
Folgefonna Skisenter;SN49085;10.06.2019;4.6;2.8;0.3;21.1;0
Folgefonna Skisenter;SN49085;11.06.2019;11.5;8;2.4;0.6;0
Folgefonna Skisenter;SN49085;12.06.2019;10.2;6.5;4.2;6.5;0
Folgefonna Skisenter;SN49085;13.06.2019;9.8;7.6;5.3;4.5;0
Folgefonna Skisenter;SN49085;14.06.2019;9.5;6.9;5.3;1.1;0
Folgefonna Skisenter;SN49085;15.06.2019;14.6;9.8;4.8;2.5;0
Folgefonna Skisenter;SN49085;16.06.2019;13.4;7.2;5.6;3;0
Folgefonna Skisenter;SN49085;17.06.2019;7.8;5.6;3.6;1.8;0
Folgefonna Skisenter;SN49085;18.06.2019;6.6;5.1;4.2;4.8;0
Folgefonna Skisenter;SN49085;19.06.2019;8.2;5.8;3.5;0.6;0
Folgefonna Skisenter;SN49085;20.06.2019;7.9;5.6;4.5;1.3;0
Folgefonna Skisenter;SN49085;21.06.2019;5.1;2.1;0.5;7.6;0
Folgefonna Skisenter;SN49085;22.06.2019;2.8;1.6;0.3;24;0
Folgefonna Skisenter;SN49085;23.06.2019;7;4.5;2.3;4.7;0
Folgefonna Skisenter;SN49085;24.06.2019;9.5;7.7;3.5;0;0
Folgefonna Skisenter;SN49085;25.06.2019;10.4;8.2;5.5;9.7;0
Folgefonna Skisenter;SN49085;26.06.2019;9.5;6.1;4.6;3.5;0
Folgefonna Skisenter;SN49085;27.06.2019;10;5.8;1;0.5;0
Folgefonna Skisenter;SN49085;28.06.2019;12.5;9.2;4.3;0;0
Folgefonna Skisenter;SN49085;29.06.2019;15.7;10.5;6.8;0;0
Folgefonna Skisenter;SN49085;30.06.2019;15.8;9.1;6.2;0;0
Folgefonna Skisenter;SN49085;01.07.2019;6.6;4.5;4.2;23.4;0
Folgefonna Skisenter;SN49085;02.07.2019;4.2;-0.2;-1.2;7.2;0
Folgefonna Skisenter;SN49085;03.07.2019;0.3;-0.5;-1.6;7.8;0
Folgefonna Skisenter;SN49085;04.07.2019;5.2;-;-0.4;11.2;0
Folgefonna Skisenter;SN49085;05.07.2019;7;3.9;0.4;-;0
Folgefonna Skisenter;SN49085;06.07.2019;9.3;5;2;0;0
Folgefonna Skisenter;SN49085;07.07.2019;6.2;4.3;2.9;1.5;0
Folgefonna Skisenter;SN49085;08.07.2019;8.1;-;4.2;0.5;0
Folgefonna Skisenter;SN49085;09.07.2019;9.7;7.2;4.3;0;0
Folgefonna Skisenter;SN49085;10.07.2019;12.1;9;5;0;0
Folgefonna Skisenter;SN49085;11.07.2019;14.7;11.3;7.6;0.2;0
Folgefonna Skisenter;SN49085;12.07.2019;15.1;11.9;9;0;0
Folgefonna Skisenter;SN49085;13.07.2019;15.2;12.1;8.7;0.1;0
Folgefonna Skisenter;SN49085;14.07.2019;13.7;9.4;6;0;0
Folgefonna Skisenter;SN49085;15.07.2019;11.8;-;6.3;0.5;0
Folgefonna Skisenter;SN49085;16.07.2019;13.3;9.1;5.1;0;0
Folgefonna Skisenter;SN49085;17.07.2019;12.5;9.3;5.6;0;0
Folgefonna Skisenter;SN49085;18.07.2019;11.5;8.9;7.1;0.2;0
Folgefonna Skisenter;SN49085;19.07.2019;9;7.5;5.8;18.4;0
Folgefonna Skisenter;SN49085;20.07.2019;9.5;8.8;6.5;0;0
Folgefonna Skisenter;SN49085;21.07.2019;10.5;-;5.7;0.7;0
Folgefonna Skisenter;SN49085;22.07.2019;11.2;8;4.6;-;0
Folgefonna Skisenter;SN49085;23.07.2019;12.9;10.6;7.9;0.1;0
Folgefonna Skisenter;SN49085;24.07.2019;19.1;14.4;8.9;0;0
Folgefonna Skisenter;SN49085;25.07.2019;18.2;-;11.9;0;0
Folgefonna Skisenter;SN49085;26.07.2019;20.4;18.6;14.3;0;0
Folgefonna Skisenter;SN49085;27.07.2019;20;17.1;14.6;0;0
Folgefonna Skisenter;SN49085;28.07.2019;19.8;16;10.1;0;0
Folgefonna Skisenter;SN49085;29.07.2019;18.4;14.1;10;4.8;0
Folgefonna Skisenter;SN49085;30.07.2019;17;12;8.7;0;0
Folgefonna Skisenter;SN49085;31.07.2019;11;8.3;7.3;14.7;0
Folgefonna Skisenter;SN49085;01.08.2019;10.3;-;5.2;0.1;0
Folgefonna Skisenter;SN49085;02.08.2019;14.9;11.2;6.8;0;0
Folgefonna Skisenter;SN49085;03.08.2019;13.6;10.9;7.6;0;0
Folgefonna Skisenter;SN49085;04.08.2019;13.7;10.3;6.5;0;0
Folgefonna Skisenter;SN49085;05.08.2019;12.6;-;8;0;0
Folgefonna Skisenter;SN49085;06.08.2019;10.5;7.9;6;0;0
Folgefonna Skisenter;SN49085;07.08.2019;10.9;-;5.1;-;0
Folgefonna Skisenter;SN49085;08.08.2019;10.6;8;5.1;0.9;0
Folgefonna Skisenter;SN49085;09.08.2019;12.6;9.9;5.2;0.4;0
Folgefonna Skisenter;SN49085;10.08.2019;12.6;9.9;8;1.2;0
Folgefonna Skisenter;SN49085;11.08.2019;11.3;9.1;7.2;0.7;0
Folgefonna Skisenter;SN49085;12.08.2019;9.3;7.4;6.1;6.5;0
Folgefonna Skisenter;SN49085;13.08.2019;6.1;3.5;2.6;1.2;0
Folgefonna Skisenter;SN49085;14.08.2019;5.3;3.2;2.2;0.3;0
Folgefonna Skisenter;SN49085;15.08.2019;10;6.7;1;0.3;0
Folgefonna Skisenter;SN49085;16.08.2019;8.9;6.6;4.2;7.9;0
Folgefonna Skisenter;SN49085;17.08.2019;10;7.4;5.3;0.6;0
Folgefonna Skisenter;SN49085;18.08.2019;7.6;5.7;4.2;3.6;0
Folgefonna Skisenter;SN49085;19.08.2019;6.8;5.5;4.4;8;0
Folgefonna Skisenter;SN49085;20.08.2019;5.9;5;4.5;18.5;0
Folgefonna Skisenter;SN49085;21.08.2019;5.9;4.3;2.8;11.9;0
Folgefonna Skisenter;SN49085;22.08.2019;6.5;5.6;4;0;0
Folgefonna Skisenter;SN49085;23.08.2019;8.6;7;4.7;21.6;0
Folgefonna Skisenter;SN49085;24.08.2019;10.6;9.1;6.2;0.2;0
Folgefonna Skisenter;SN49085;25.08.2019;12.9;10.4;8.5;0;0
Folgefonna Skisenter;SN49085;26.08.2019;14.1;12;10.1;0;0
Folgefonna Skisenter;SN49085;27.08.2019;16.4;14.9;10.6;0;0
Folgefonna Skisenter;SN49085;28.08.2019;16.6;14;9.4;0.3;0
Folgefonna Skisenter;SN49085;29.08.2019;13.1;7.3;5.8;14.2;0
Folgefonna Skisenter;SN49085;30.08.2019;8.8;7.7;5.5;11.6;0
Folgefonna Skisenter;SN49085;31.08.2019;11.7;9.3;7.6;27.3;0
Folgefonna Skisenter;SN49085;01.09.2019;9.4;4.1;2.8;9.6;0
Folgefonna Skisenter;SN49085;02.09.2019;3.9;2;0.4;7.7;0
Folgefonna Skisenter;SN49085;03.09.2019;5.9;4;2.4;7.5;0
Folgefonna Skisenter;SN49085;04.09.2019;8;5.6;2.5;1.6;0
Folgefonna Skisenter;SN49085;05.09.2019;5.1;1.7;1.2;14.9;0
Folgefonna Skisenter;SN49085;06.09.2019;5.1;2.8;-0.6;4.4;0
Folgefonna Skisenter;SN49085;07.09.2019;7;4.4;2.7;0.4;0
Folgefonna Skisenter;SN49085;08.09.2019;7.3;5.1;2.9;1;0
Folgefonna Skisenter;SN49085;09.09.2019;7.2;-;3.5;0;0
Folgefonna Skisenter;SN49085;10.09.2019;9.7;6.9;4.7;0.3;0
Folgefonna Skisenter;SN49085;11.09.2019;8.2;5.1;4;0.3;0
Folgefonna Skisenter;SN49085;12.09.2019;4.6;3.6;3;31.3;0
Folgefonna Skisenter;SN49085;13.09.2019;3.4;1.4;0.5;41.8;0
Folgefonna Skisenter;SN49085;14.09.2019;3.9;2.6;0.6;14.1;0
Folgefonna Skisenter;SN49085;15.09.2019;6.1;1.2;-0.3;82.5;0
Folgefonna Skisenter;SN49085;16.09.2019;1.2;-0.5;-1.3;50.1;17
Folgefonna Skisenter;SN49085;17.09.2019;0.1;-1.4;-2.8;11.1;33
Folgefonna Skisenter;SN49085;18.09.2019;1.5;-0.5;-1.4;0.9;29
Folgefonna Skisenter;SN49085;19.09.2019;1.1;-0.5;-4;0.6;24
Folgefonna Skisenter;SN49085;20.09.2019;6.3;4.5;0.5;1.2;18
Folgefonna Skisenter;SN49085;21.09.2019;11;7.9;5.1;0;11
Folgefonna Skisenter;SN49085;22.09.2019;15.6;12;7;0;8
Folgefonna Skisenter;SN49085;23.09.2019;13.8;8.4;5.8;0;0
Folgefonna Skisenter;SN49085;24.09.2019;10.3;6.6;4.6;0;0
Folgefonna Skisenter;SN49085;25.09.2019;8.3;6.2;4;0;0
Folgefonna Skisenter;SN49085;26.09.2019;7.2;4.5;2.8;0;0
Folgefonna Skisenter;SN49085;27.09.2019;6.8;5.5;3.9;5.8;0
Folgefonna Skisenter;SN49085;28.09.2019;6.5;5.4;4.2;2.7;0
Folgefonna Skisenter;SN49085;29.09.2019;7.5;4.3;3;0;0
Folgefonna Skisenter;SN49085;30.09.2019;4.4;-1.1;-2.8;1.3;0
Folgefonna Skisenter;SN49085;01.10.2019;-1;-1.7;-3.2;4.5;3
Folgefonna Skisenter;SN49085;02.10.2019;5.2;1.6;-1.7;1.7;0
Folgefonna Skisenter;SN49085;03.10.2019;3.4;0.8;-0.6;0;0
Folgefonna Skisenter;SN49085;04.10.2019;0.1;-2.2;-3;0.9;0
Folgefonna Skisenter;SN49085;05.10.2019;0.8;-2.5;-4.9;0;0
Folgefonna Skisenter;SN49085;06.10.2019;2.8;-1.3;-4.7;0;0
Folgefonna Skisenter;SN49085;07.10.2019;5.3;0.8;-2.5;0;0
Folgefonna Skisenter;SN49085;08.10.2019;2.3;1.1;-1.1;2;0
Folgefonna Skisenter;SN49085;09.10.2019;2.9;2.1;0.2;2;0
Folgefonna Skisenter;SN49085;10.10.2019;2.8;1.6;1;1.2;0
Folgefonna Skisenter;SN49085;11.10.2019;2.6;1.2;-0.5;16.8;0
Folgefonna Skisenter;SN49085;12.10.2019;1.8;0.8;0.2;27.9;0
Folgefonna Skisenter;SN49085;13.10.2019;1.9;1;-0.7;8.7;6
Folgefonna Skisenter;SN49085;14.10.2019;2.5;1.6;-0.3;3.3;7
Folgefonna Skisenter;SN49085;15.10.2019;2.8;2.2;0.5;0;4
Folgefonna Skisenter;SN49085;16.10.2019;6.6;3.9;1.9;1.4;0
Folgefonna Skisenter;SN49085;17.10.2019;5.4;3.3;2.5;0;0
Folgefonna Skisenter;SN49085;18.10.2019;3.4;1.8;-0.2;1.1;0
Folgefonna Skisenter;SN49085;19.10.2019;3.1;1.8;0.6;0;0
Folgefonna Skisenter;SN49085;20.10.2019;3.4;0.7;-0.5;0;0
Folgefonna Skisenter;SN49085;21.10.2019;0.8;-1.1;-2.2;0;0
Folgefonna Skisenter;SN49085;22.10.2019;3.4;1.5;-1.5;2.1;0
