Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Middeltemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Folgefonna Skisenter;SN49085;20.09.2020;7.2;6.1;3.9;0;0
Folgefonna Skisenter;SN49085;21.09.2020;7.7;5.3;3.6;0;0
Folgefonna Skisenter;SN49085;22.09.2020;7.7;5.4;2.9;0.1;0
Folgefonna Skisenter;SN49085;23.09.2020;8.3;5;3;5;0
Folgefonna Skisenter;SN49085;24.09.2020;7.2;4.4;2.3;10.4;0
Folgefonna Skisenter;SN49085;25.09.2020;4.6;2.2;-0.3;22.6;0
Folgefonna Skisenter;SN49085;26.09.2020;5.2;4.1;1.6;0;0
Folgefonna Skisenter;SN49085;27.09.2020;13.6;11.3;4.3;0;0
Folgefonna Skisenter;SN49085;28.09.2020;13.6;11.4;8.8;0;0
Folgefonna Skisenter;SN49085;29.09.2020;12.8;7.6;5.4;0;0
Folgefonna Skisenter;SN49085;30.09.2020;7.7;6.4;4.6;3.7;0
Folgefonna Skisenter;SN49085;01.10.2020;8.2;6;3.9;0;0
Folgefonna Skisenter;SN49085;02.10.2020;6.7;5.9;3.8;0;0
Folgefonna Skisenter;SN49085;03.10.2020;7.2;6.2;5.4;0;0
Folgefonna Skisenter;SN49085;04.10.2020;8.6;6.8;6.1;0;0
Folgefonna Skisenter;SN49085;05.10.2020;7;5.6;4.5;1.8;0
Folgefonna Skisenter;SN49085;06.10.2020;6.2;5;4.2;0;0
Folgefonna Skisenter;SN49085;07.10.2020;6.1;4.6;3.2;0;0
Folgefonna Skisenter;SN49085;08.10.2020;4.8;2.2;1.7;5.4;0
Folgefonna Skisenter;SN49085;09.10.2020;2.7;0;-1;1.8;0
Folgefonna Skisenter;SN49085;10.10.2020;1.9;0.8;-1.1;4.8;0
Folgefonna Skisenter;SN49085;11.10.2020;4.2;1.3;-0.3;0;0
Folgefonna Skisenter;SN49085;12.10.2020;1.8;0.3;-1.4;0;0
Folgefonna Skisenter;SN49085;13.10.2020;2.3;1.4;0.2;0;0
Folgefonna Skisenter;SN49085;14.10.2020;5.1;2.7;-1;1.1;0
Folgefonna Skisenter;SN49085;15.10.2020;9.8;5.8;2.2;0;0
Folgefonna Skisenter;SN49085;16.10.2020;9.4;5.4;2;0;0
Folgefonna Skisenter;SN49085;17.10.2020;3.4;-0.6;-2;1.1;0
Folgefonna Skisenter;SN49085;18.10.2020;-1.9;-4.2;-4.9;0;0
Folgefonna Skisenter;SN49085;19.10.2020;-0.7;-2.9;-6;0;0
Folgefonna Skisenter;SN49085;20.10.2020;2.1;1;-2.7;5.9;0
Folgefonna Skisenter;SN49085;21.10.2020;5.3;4.1;1.3;9;0
Folgefonna Skisenter;SN49085;22.10.2020;5.3;2.6;2;4.4;0
Folgefonna Skisenter;SN49085;23.10.2020;2.1;-1;-2.7;1.5;0
Folgefonna Skisenter;SN49085;24.10.2020;3;1.1;-0.7;1;0
Folgefonna Skisenter;SN49085;25.10.2020;5.7;1.9;0;20.4;0
Folgefonna Skisenter;SN49085;26.10.2020;1.9;1.1;0;4.5;0
Folgefonna Skisenter;SN49085;27.10.2020;2.3;1.4;0.7;0.1;0
Folgefonna Skisenter;SN49085;28.10.2020;1.6;0.1;-0.6;0.8;0
Folgefonna Skisenter;SN49085;29.10.2020;0.8;-0.2;-1;27.1;65
Folgefonna Skisenter;SN49085;30.10.2020;4.6;2.2;-1.5;1.2;56
Folgefonna Skisenter;SN49085;31.10.2020;6.9;2.1;-2.5;11.4;39
Folgefonna Skisenter;SN49085;01.11.2020;4.8;1.8;0.5;6.9;22
Folgefonna Skisenter;SN49085;02.11.2020;4.4;0.8;-0.1;13.3;18
Folgefonna Skisenter;SN49085;03.11.2020;0;-1.2;-2;24.4;41
Folgefonna Skisenter;SN49085;04.11.2020;-1.3;-1.8;-2.6;10.5;63
Folgefonna Skisenter;SN49085;05.11.2020;3.8;2.9;-2.6;7.5;53
Folgefonna Skisenter;SN49085;06.11.2020;5.8;2.7;0.7;0.6;32
Folgefonna Skisenter;SN49085;07.11.2020;6.8;1.6;0.1;0;28
Folgefonna Skisenter;SN49085;08.11.2020;4.3;1.5;-1.9;0;26
Folgefonna Skisenter;SN49085;09.11.2020;9.1;6.5;2.7;0;25
Folgefonna Skisenter;SN49085;10.11.2020;7.8;5.2;3.3;0;20
Folgefonna Skisenter;SN49085;11.11.2020;6.5;4;2.8;0.5;16
Folgefonna Skisenter;SN49085;12.11.2020;3.9;2.3;1.6;0;6
Folgefonna Skisenter;SN49085;13.11.2020;3.5;1.2;0.6;0;3
Folgefonna Skisenter;SN49085;14.11.2020;1.2;0.4;-1;3.8;9
Folgefonna Skisenter;SN49085;15.11.2020;5.4;4.2;0.3;2.9;0
Folgefonna Skisenter;SN49085;16.11.2020;5.6;0.6;-0.5;14.3;0
Folgefonna Skisenter;SN49085;17.11.2020;4.7;1.7;-1.4;15.5;8
Folgefonna Skisenter;SN49085;18.11.2020;5.3;4;2.8;26.2;0
Folgefonna Skisenter;SN49085;19.11.2020;4.2;-6;-8.9;87.2;0
Folgefonna Skisenter;SN49085;20.11.2020;-3.9;-6.8;-10.6;4.4;13
Folgefonna Skisenter;SN49085;21.11.2020;1.4;-1.1;-5.3;26.5;36
Folgefonna Skisenter;SN49085;22.11.2020;-1.3;-2.6;-3.9;46.3;80
Folgefonna Skisenter;SN49085;23.11.2020;-1.7;-2.8;-4;11.7;114
Folgefonna Skisenter;SN49085;24.11.2020;1.3;0.4;-1.7;17.2;122
Folgefonna Skisenter;SN49085;25.11.2020;2.9;0;-2.4;28.2;108
Folgefonna Skisenter;SN49085;26.11.2020;-1.6;-4.9;-8.2;24.2;115
Folgefonna Skisenter;SN49085;27.11.2020;-3;-5.5;-8.7;0.4;112
Folgefonna Skisenter;SN49085;28.11.2020;-0.6;-1.8;-6;0;110
Folgefonna Skisenter;SN49085;29.11.2020;-0.8;-1.8;-2.8;0.7;108
Folgefonna Skisenter;SN49085;30.11.2020;-0.1;-1.3;-2.1;2.9;108
Folgefonna Skisenter;SN49085;01.12.2020;-0.6;-2.9;-5.3;4.1;110
Folgefonna Skisenter;SN49085;02.12.2020;-0.5;-2;-5.2;0;109
Folgefonna Skisenter;SN49085;03.12.2020;-1;-3.2;-3.8;4.9;95
Folgefonna Skisenter;SN49085;04.12.2020;-3.7;-5.4;-6.5;3.6;71
Folgefonna Skisenter;SN49085;05.12.2020;-1.2;-2.9;-5.5;0;95
Folgefonna Skisenter;SN49085;06.12.2020;-0.1;-2.1;-3.7;0.1;80
Folgefonna Skisenter;SN49085;07.12.2020;1;-0.6;-2.9;4;93
Folgefonna Skisenter;SN49085;08.12.2020;2.9;-1.4;-2.3;0.3;93
Folgefonna Skisenter;SN49085;09.12.2020;-1.4;-3.1;-5.3;2.5;93
Folgefonna Skisenter;SN49085;10.12.2020;-1.7;-2.8;-3.5;0;93
Folgefonna Skisenter;SN49085;11.12.2020;-2.9;-4.5;-5.7;0.5;93
Folgefonna Skisenter;SN49085;12.12.2020;-3.4;-4.4;-5.5;0;93
Folgefonna Skisenter;SN49085;13.12.2020;-1.8;-2.9;-3.9;0;93
Folgefonna Skisenter;SN49085;14.12.2020;-0.9;-1.7;-2.7;0;92
Folgefonna Skisenter;SN49085;15.12.2020;0.4;-0.3;-2.2;-;93
Folgefonna Skisenter;SN49085;16.12.2020;1.2;-0.4;-1.5;-;99
Folgefonna Skisenter;SN49085;17.12.2020;1.1;-0.2;-0.9;-;92
Folgefonna Skisenter;SN49085;18.12.2020;3.7;-;-1.3;-;92
Folgefonna Skisenter;SN49085;19.12.2020;2.9;-;0.8;-;93
Folgefonna Skisenter;SN49085;20.12.2020;0.7;-;-2.9;-;101
Folgefonna Skisenter;SN49085;21.12.2020;-2.4;-;-4.2;-;108
Folgefonna Skisenter;SN49085;22.12.2020;-2;-;-3.7;-;114
Folgefonna Skisenter;SN49085;23.12.2020;-2.8;-;-6.5;-;118
Folgefonna Skisenter;SN49085;24.12.2020;-6.8;-;-10.4;-;122
Folgefonna Skisenter;SN49085;25.12.2020;-7.2;-;-10.1;-;122
Folgefonna Skisenter;SN49085;26.12.2020;-3;-;-6.6;-;122
Folgefonna Skisenter;SN49085;27.12.2020;-1.7;-;-3.8;-;127
Folgefonna Skisenter;SN49085;28.12.2020;-3.4;-;-6;-;131
Folgefonna Skisenter;SN49085;29.12.2020;-5.1;-;-6.4;-;136
Folgefonna Skisenter;SN49085;30.12.2020;-3.9;-;-5.3;-;136
Folgefonna Skisenter;SN49085;31.12.2020;-5.2;-;-6.6;-;136
Folgefonna Skisenter;SN49085;01.01.2021;-6;-;-8.3;-;-
Folgefonna Skisenter;SN49085;02.01.2021;-7.8;-;-8.9;-;-
Folgefonna Skisenter;SN49085;03.01.2021;-6.7;-;-9.4;-;-
Folgefonna Skisenter;SN49085;04.01.2021;-6.5;-;-8.9;-;-
Folgefonna Skisenter;SN49085;05.01.2021;-7.1;-;-8.3;-;-
Folgefonna Skisenter;SN49085;06.01.2021;-7.5;-;-9.1;-;-
Folgefonna Skisenter;SN49085;07.01.2021;-9.1;-;-10.3;-;-
Folgefonna Skisenter;SN49085;08.01.2021;-9.4;-;-10.4;-;-
Folgefonna Skisenter;SN49085;09.01.2021;-6.8;-;-10.7;-;-
Folgefonna Skisenter;SN49085;10.01.2021;-7.6;-;-8.5;-;-
Folgefonna Skisenter;SN49085;11.01.2021;-7.2;-;-12.5;-;-
Folgefonna Skisenter;SN49085;12.01.2021;-8.2;-;-13.7;-;-
Folgefonna Skisenter;SN49085;13.01.2021;-8;-;-14.8;-;-
Folgefonna Skisenter;SN49085;14.01.2021;-7.9;-;-14;-;-
Folgefonna Skisenter;SN49085;15.01.2021;-7.4;-9.3;-13.6;-;125
Folgefonna Skisenter;SN49085;16.01.2021;-2.5;-6;-11.1;0;123
Folgefonna Skisenter;SN49085;17.01.2021;-3.6;-4.5;-7.3;0;72
Folgefonna Skisenter;SN49085;18.01.2021;-2.7;-4.6;-5.8;1;72
Folgefonna Skisenter;SN49085;19.01.2021;-4.3;-5.5;-6.7;0.1;72
Folgefonna Skisenter;SN49085;20.01.2021;-2;-4.4;-6.3;0;72
Folgefonna Skisenter;SN49085;21.01.2021;1.9;-1.7;-3.7;6.7;71
Folgefonna Skisenter;SN49085;22.01.2021;-1.8;-3.3;-4.3;4.8;70
Folgefonna Skisenter;SN49085;23.01.2021;-3.8;-6;-7.4;14.5;70
Folgefonna Skisenter;SN49085;24.01.2021;-6.7;-9.2;-11.7;0.6;70
Folgefonna Skisenter;SN49085;25.01.2021;-4.8;-8.6;-11.8;0;93
Folgefonna Skisenter;SN49085;26.01.2021;-5.9;-8.6;-12.3;0;98
Folgefonna Skisenter;SN49085;27.01.2021;-7.4;-11;-13.4;1.2;101
Folgefonna Skisenter;SN49085;28.01.2021;-7.7;-10.2;-14.1;0;100
Folgefonna Skisenter;SN49085;29.01.2021;-8.9;-10.9;-13.8;0.4;103
Folgefonna Skisenter;SN49085;30.01.2021;-6.7;-8.5;-11.6;0.2;103
Folgefonna Skisenter;SN49085;31.01.2021;-7.9;-9;-10.8;0.5;104
Folgefonna Skisenter;SN49085;01.02.2021;-7.2;-11.1;-13.6;1;104
Folgefonna Skisenter;SN49085;02.02.2021;-7.7;-10.8;-14.9;0;103
Folgefonna Skisenter;SN49085;03.02.2021;-9;-10.8;-13.9;0;100
Folgefonna Skisenter;SN49085;04.02.2021;-9.3;-14.4;-16.6;0;94
Folgefonna Skisenter;SN49085;05.02.2021;-12.2;-13.7;-15.4;0.1;71
Folgefonna Skisenter;SN49085;06.02.2021;-10.7;-12.7;-15.1;0.9;71
Folgefonna Skisenter;SN49085;07.02.2021;-10.2;-13.5;-15.2;0;71
Folgefonna Skisenter;SN49085;08.02.2021;-12.7;-14;-16.4;0;70
Folgefonna Skisenter;SN49085;09.02.2021;-11.6;-13.7;-16;0.1;70
Folgefonna Skisenter;SN49085;10.02.2021;-7;-10.9;-12.8;0.2;70
Folgefonna Skisenter;SN49085;11.02.2021;-10.9;-13.7;-18;0;70
Folgefonna Skisenter;SN49085;12.02.2021;-7.2;-11.8;-14;0;69
Folgefonna Skisenter;SN49085;13.02.2021;-8.8;-11.3;-14;0;69
Folgefonna Skisenter;SN49085;14.02.2021;-4.7;-6.8;-12.9;0;69
Folgefonna Skisenter;SN49085;15.02.2021;-3.1;-4.6;-6.3;0.1;69
Folgefonna Skisenter;SN49085;16.02.2021;1.5;-2.1;-5.1;0.2;69
Folgefonna Skisenter;SN49085;17.02.2021;-1.4;-4.8;-7;0.4;69
Folgefonna Skisenter;SN49085;18.02.2021;-0.7;-3.2;-5.8;0.2;69
Folgefonna Skisenter;SN49085;19.02.2021;-0.6;-2.2;-3.8;1.7;55
Folgefonna Skisenter;SN49085;20.02.2021;3.5;1.7;-3;3.8;76
Folgefonna Skisenter;SN49085;21.02.2021;3.6;1.4;-0.1;4.6;61
Folgefonna Skisenter;SN49085;22.02.2021;5.1;2.3;-0.7;0.1;60
Folgefonna Skisenter;SN49085;23.02.2021;3.3;-0.4;-3.7;8.8;69
Folgefonna Skisenter;SN49085;24.02.2021;1.8;0.8;-0.2;27.1;68
Folgefonna Skisenter;SN49085;25.02.2021;0.9;-0.8;-2.6;21.3;83
Folgefonna Skisenter;SN49085;26.02.2021;-0.7;-1.9;-2.7;21.7;111
Folgefonna Skisenter;SN49085;27.02.2021;-0.3;-0.8;-1.7;0.2;108
Folgefonna Skisenter;SN49085;28.02.2021;0.8;-2.2;-4;0.3;105
Folgefonna Skisenter;SN49085;01.03.2021;-0.4;-1.7;-4.8;0;105
Folgefonna Skisenter;SN49085;02.03.2021;1;-2.4;-3.9;1.3;108
Folgefonna Skisenter;SN49085;03.03.2021;-0.2;-4.6;-7.2;0;107
Folgefonna Skisenter;SN49085;04.03.2021;-3;-8.1;-10.3;0.5;106
Folgefonna Skisenter;SN49085;05.03.2021;-4.6;-6.8;-9.9;0;53
Folgefonna Skisenter;SN49085;06.03.2021;-2.7;-4.2;-5.5;1;54
Folgefonna Skisenter;SN49085;07.03.2021;-3;-8.5;-9.7;3.3;65
Folgefonna Skisenter;SN49085;08.03.2021;-6.7;-8.1;-10;0;61
Folgefonna Skisenter;SN49085;09.03.2021;-2;-5.8;-11.2;0;61
Folgefonna Skisenter;SN49085;10.03.2021;-3.4;-5.9;-7.4;0;61
Folgefonna Skisenter;SN49085;11.03.2021;-0.6;-3.1;-5.8;5.1;59
Folgefonna Skisenter;SN49085;12.03.2021;-2.7;-4.2;-4.8;13.2;90
Folgefonna Skisenter;SN49085;13.03.2021;-3.3;-4.7;-6.1;13.2;107
Folgefonna Skisenter;SN49085;14.03.2021;-1.6;-3.6;-5.7;0;101
Folgefonna Skisenter;SN49085;15.03.2021;0;-4.4;-7.7;1.6;99
Folgefonna Skisenter;SN49085;16.03.2021;-0.4;-7.1;-9.1;1.4;99
Folgefonna Skisenter;SN49085;17.03.2021;1.1;-4.7;-12.1;0;98
Folgefonna Skisenter;SN49085;18.03.2021;1.9;-2.1;-6.1;0;97
Folgefonna Skisenter;SN49085;19.03.2021;-0.5;-2.7;-4.7;0;96
Folgefonna Skisenter;SN49085;20.03.2021;-1.1;-2.4;-3.8;0;94
Folgefonna Skisenter;SN49085;21.03.2021;-1.2;-5.7;-7.2;3.2;96
Folgefonna Skisenter;SN49085;22.03.2021;-0.1;-1.7;-5.2;0.8;98
Folgefonna Skisenter;SN49085;23.03.2021;1.7;-0.4;-1.2;1.7;98
Folgefonna Skisenter;SN49085;24.03.2021;0;-2.7;-3.2;4.9;95
Folgefonna Skisenter;SN49085;25.03.2021;-2.5;-2.9;-4;8.9;99
Folgefonna Skisenter;SN49085;26.03.2021;0.5;-0.9;-3.3;4.2;95
Folgefonna Skisenter;SN49085;27.03.2021;0;-3.9;-4.8;5.8;116
Folgefonna Skisenter;SN49085;28.03.2021;-0.6;-2.5;-5.3;1.2;103
Folgefonna Skisenter;SN49085;29.03.2021;3.3;0.7;-3.2;17.9;112
Folgefonna Skisenter;SN49085;30.03.2021;3;2.5;-1.7;43.4;104
Folgefonna Skisenter;SN49085;31.03.2021;2.7;-0.9;-3.5;28.9;108
Folgefonna Skisenter;SN49085;01.04.2021;4;-3.7;-7.4;0.1;104
Folgefonna Skisenter;SN49085;02.04.2021;-2;-4.5;-5.2;0.4;106
Folgefonna Skisenter;SN49085;03.04.2021;1;-4.3;-9.6;0.2;105
Folgefonna Skisenter;SN49085;04.04.2021;-0.9;-4.2;-5.6;0;105
Folgefonna Skisenter;SN49085;05.04.2021;-5.4;-9.1;-12.8;22.7;128
Folgefonna Skisenter;SN49085;06.04.2021;-6.1;-7.4;-9.1;2.2;129
Folgefonna Skisenter;SN49085;07.04.2021;-4.5;-6.5;-7.6;1.4;131
Folgefonna Skisenter;SN49085;08.04.2021;-2.6;-6.6;-9.9;2;132
Folgefonna Skisenter;SN49085;09.04.2021;-2.3;-6.6;-8.4;18.1;164
Folgefonna Skisenter;SN49085;10.04.2021;-5.7;-7.4;-8.8;6.8;187
Folgefonna Skisenter;SN49085;11.04.2021;-5;-7.6;-12.3;4.9;195
Folgefonna Skisenter;SN49085;12.04.2021;-2.5;-5.5;-6.8;0;177
Folgefonna Skisenter;SN49085;13.04.2021;-4.1;-6.6;-9;0;174
Folgefonna Skisenter;SN49085;14.04.2021;-1.5;-5.5;-9.9;0.4;173
Folgefonna Skisenter;SN49085;15.04.2021;-0.1;-3.1;-6.8;0.5;167
Folgefonna Skisenter;SN49085;16.04.2021;0.2;-1.7;-5.5;0;74
Folgefonna Skisenter;SN49085;17.04.2021;3.2;1.4;-3.6;0;73
Folgefonna Skisenter;SN49085;18.04.2021;9.3;5.8;2;0;72
Folgefonna Skisenter;SN49085;19.04.2021;6.7;5.2;2.2;0;70
Folgefonna Skisenter;SN49085;20.04.2021;5.5;1.4;-1;0;49
Folgefonna Skisenter;SN49085;21.04.2021;-0.8;-4.8;-5.5;12;101
Folgefonna Skisenter;SN49085;22.04.2021;-3.5;-5.2;-6.5;1;98
Folgefonna Skisenter;SN49085;23.04.2021;-3;-5;-6.1;0;95
Folgefonna Skisenter;SN49085;24.04.2021;-3;-5.8;-8.6;0;91
Folgefonna Skisenter;SN49085;25.04.2021;-0.2;-5.5;-10.6;0.1;89
Folgefonna Skisenter;SN49085;26.04.2021;0.8;-4;-9.3;0;88
Folgefonna Skisenter;SN49085;27.04.2021;2.7;-2.5;-4.7;0;86
Folgefonna Skisenter;SN49085;28.04.2021;1.5;-2.8;-5.8;0;83
Folgefonna Skisenter;SN49085;29.04.2021;2.9;-1.7;-5.2;0;82
Folgefonna Skisenter;SN49085;30.04.2021;1.9;-2.4;-6.7;0;79
Folgefonna Skisenter;SN49085;01.05.2021;4.1;-2.1;-6.1;0;76
Folgefonna Skisenter;SN49085;02.05.2021;1;-2;-4.5;0;74
Folgefonna Skisenter;SN49085;03.05.2021;-1.4;-3.9;-5.1;2.6;79
Folgefonna Skisenter;SN49085;04.05.2021;-0.9;-2.6;-6.7;1.5;74
Folgefonna Skisenter;SN49085;05.05.2021;-1.3;-2.6;-3.9;0;72
Folgefonna Skisenter;SN49085;06.05.2021;4;-2.7;-4.5;0;71
Folgefonna Skisenter;SN49085;07.05.2021;2;-2.5;-5.8;0.9;74
Folgefonna Skisenter;SN49085;08.05.2021;0;-3.1;-8.3;7.4;83
Folgefonna Skisenter;SN49085;09.05.2021;3.8;1.4;-2.9;1.4;74
Folgefonna Skisenter;SN49085;10.05.2021;7.4;4.8;2.9;0.9;63
Folgefonna Skisenter;SN49085;11.05.2021;6.9;4.2;2.8;1;43
Folgefonna Skisenter;SN49085;12.05.2021;7.3;4.4;2.2;0;38
Folgefonna Skisenter;SN49085;13.05.2021;10;6.3;1.4;0;35
Folgefonna Skisenter;SN49085;14.05.2021;9.3;7.9;5.2;0;24
Folgefonna Skisenter;SN49085;15.05.2021;9.3;5;3.8;1;7
Folgefonna Skisenter;SN49085;16.05.2021;5.3;2.7;1.5;0.2;0
Folgefonna Skisenter;SN49085;17.05.2021;6.5;3.2;0.8;0.7;0
Folgefonna Skisenter;SN49085;18.05.2021;2.4;-0.3;-1.5;2.5;0
Folgefonna Skisenter;SN49085;19.05.2021;5.5;1.3;-1.4;0;0
Folgefonna Skisenter;SN49085;20.05.2021;2.4;0;-0.7;6.2;0
Folgefonna Skisenter;SN49085;21.05.2021;5;2.2;-2.1;0;0
Folgefonna Skisenter;SN49085;22.05.2021;4.8;3.1;1.3;0;0
Folgefonna Skisenter;SN49085;23.05.2021;5.7;3.9;1.4;0.3;0
Folgefonna Skisenter;SN49085;24.05.2021;4.7;2.5;1.1;0.9;0
Folgefonna Skisenter;SN49085;25.05.2021;4.3;3.4;1.9;4.4;0
Folgefonna Skisenter;SN49085;26.05.2021;6.5;4.2;2.2;0;0
Folgefonna Skisenter;SN49085;27.05.2021;9.1;6;4;0;0
Folgefonna Skisenter;SN49085;28.05.2021;11.7;8.1;3.3;0;0
Folgefonna Skisenter;SN49085;29.05.2021;12;8.8;6.3;0;0
Folgefonna Skisenter;SN49085;30.05.2021;14.8;10.7;5.9;0;0
Folgefonna Skisenter;SN49085;31.05.2021;13.3;10.8;6.5;0;0
Folgefonna Skisenter;SN49085;01.06.2021;15.1;12.4;8.7;0;0
Folgefonna Skisenter;SN49085;02.06.2021;13.4;9.2;7.2;0;0
Folgefonna Skisenter;SN49085;03.06.2021;10;8.6;7;0;0
Folgefonna Skisenter;SN49085;04.06.2021;10.9;9.3;7.4;0;0
Folgefonna Skisenter;SN49085;05.06.2021;12.4;9.7;5.9;0;0
Folgefonna Skisenter;SN49085;06.06.2021;11.7;7.1;5.7;1.5;0
Folgefonna Skisenter;SN49085;07.06.2021;11.1;8.3;4.3;0;0
Folgefonna Skisenter;SN49085;08.06.2021;11.1;7.7;4.1;0;0
Folgefonna Skisenter;SN49085;09.06.2021;9.3;7.4;5.7;0;0
Folgefonna Skisenter;SN49085;10.06.2021;9.2;8;5.6;1.5;0
Folgefonna Skisenter;SN49085;11.06.2021;9.3;7.2;6.1;0;0
Folgefonna Skisenter;SN49085;12.06.2021;6.1;1.7;0.6;31.2;0
Folgefonna Skisenter;SN49085;13.06.2021;6.3;3.6;0.3;8.9;0
Folgefonna Skisenter;SN49085;14.06.2021;8.2;3.9;1.7;21.8;0
Folgefonna Skisenter;SN49085;15.06.2021;3.1;1.6;0.6;33.3;0
Folgefonna Skisenter;SN49085;16.06.2021;9.1;6;1.7;0.5;0
Folgefonna Skisenter;SN49085;17.06.2021;11.6;9.1;7;0;0
Folgefonna Skisenter;SN49085;18.06.2021;9.9;6.2;2.8;2;0
Folgefonna Skisenter;SN49085;19.06.2021;10.5;7.3;5.5;0.6;0
Folgefonna Skisenter;SN49085;20.06.2021;11.2;6.9;4.6;1.3;0
Folgefonna Skisenter;SN49085;21.06.2021;6.3;4.6;3.8;6.6;0
Folgefonna Skisenter;SN49085;22.06.2021;11.5;7.4;3.7;0;0
Folgefonna Skisenter;SN49085;23.06.2021;10.1;7.7;4.5;0;0
Folgefonna Skisenter;SN49085;24.06.2021;11.1;8.3;5.5;0;0
Folgefonna Skisenter;SN49085;25.06.2021;12.8;9.5;6.2;0.8;0
Folgefonna Skisenter;SN49085;26.06.2021;12;9.1;6.6;0;0
Folgefonna Skisenter;SN49085;27.06.2021;11.4;8.4;4.6;0;0
Folgefonna Skisenter;SN49085;28.06.2021;13.9;9.4;4.5;0;0
Folgefonna Skisenter;SN49085;29.06.2021;15;10.9;5.3;0;0
Folgefonna Skisenter;SN49085;30.06.2021;15.8;12.1;9.3;0;0
Folgefonna Skisenter;SN49085;01.07.2021;15.8;13.1;10;0;0
Folgefonna Skisenter;SN49085;02.07.2021;17.9;13.6;10.5;0;0
Folgefonna Skisenter;SN49085;03.07.2021;16.2;13.1;10.4;0;0
Folgefonna Skisenter;SN49085;04.07.2021;15.1;12.9;9.9;0;0
Folgefonna Skisenter;SN49085;05.07.2021;13.9;11.4;9.2;2.9;0
Folgefonna Skisenter;SN49085;06.07.2021;12.1;9.6;7.2;3.7;0
Folgefonna Skisenter;SN49085;07.07.2021;10.5;8.1;6.1;0.4;0
Folgefonna Skisenter;SN49085;08.07.2021;9.4;7.8;6.1;0;0
Folgefonna Skisenter;SN49085;09.07.2021;9.9;8.3;5.5;7.3;0
Folgefonna Skisenter;SN49085;10.07.2021;14;9.9;6.7;0.2;0
Folgefonna Skisenter;SN49085;11.07.2021;8.6;6.4;5.6;0.2;0
Folgefonna Skisenter;SN49085;12.07.2021;13.5;10.6;5;0;0
Folgefonna Skisenter;SN49085;13.07.2021;15.8;12.3;8.8;0;0
Folgefonna Skisenter;SN49085;14.07.2021;14;11.7;8.7;0.6;0
Folgefonna Skisenter;SN49085;15.07.2021;12.9;9.3;6.6;5.7;0
Folgefonna Skisenter;SN49085;16.07.2021;12.7;9.9;7;0;0
Folgefonna Skisenter;SN49085;17.07.2021;9.6;6.9;5.7;0;0
Folgefonna Skisenter;SN49085;18.07.2021;6.8;4.3;3.5;1.7;0
Folgefonna Skisenter;SN49085;19.07.2021;9.6;5.5;2.3;0;0
Folgefonna Skisenter;SN49085;20.07.2021;9.3;6.7;3.6;0.1;0
Folgefonna Skisenter;SN49085;21.07.2021;12.3;9;4.6;0;0
Folgefonna Skisenter;SN49085;22.07.2021;14.5;11.3;6.2;0;0
Folgefonna Skisenter;SN49085;23.07.2021;16.7;14.4;9.7;0;0
Folgefonna Skisenter;SN49085;24.07.2021;16.9;13.8;9.8;0;0
Folgefonna Skisenter;SN49085;25.07.2021;17.1;14.7;9.8;0;0
Folgefonna Skisenter;SN49085;26.07.2021;15.8;13.5;10.5;0;0
Folgefonna Skisenter;SN49085;27.07.2021;14.5;12.1;9.8;1;0
Folgefonna Skisenter;SN49085;28.07.2021;13.7;10.6;8.4;0;0
Folgefonna Skisenter;SN49085;29.07.2021;11.2;9.1;7.2;2.4;0
Folgefonna Skisenter;SN49085;30.07.2021;12.7;9.3;6.7;1.1;0
Folgefonna Skisenter;SN49085;31.07.2021;10;6.8;4.7;0;0
Folgefonna Skisenter;SN49085;01.08.2021;10.8;7.2;4.6;0.4;0
Folgefonna Skisenter;SN49085;02.08.2021;10.7;5.8;4.8;0;0
Folgefonna Skisenter;SN49085;03.08.2021;8.2;5.9;3.7;0;0
Folgefonna Skisenter;SN49085;04.08.2021;9;6.5;3;0;0
Folgefonna Skisenter;SN49085;05.08.2021;11;8.1;5.7;0;0
Folgefonna Skisenter;SN49085;06.08.2021;12.4;9.6;5.5;0.3;0
Folgefonna Skisenter;SN49085;07.08.2021;10.9;8.6;7.4;0;0
Folgefonna Skisenter;SN49085;08.08.2021;11.5;9.2;5.8;0.2;0
Folgefonna Skisenter;SN49085;09.08.2021;11.6;9.4;7.3;0;0
Folgefonna Skisenter;SN49085;10.08.2021;10.3;7.6;5.6;2.7;0
Folgefonna Skisenter;SN49085;11.08.2021;10.8;8.3;4.8;0;0
Folgefonna Skisenter;SN49085;12.08.2021;11.1;8.9;5.6;0;0
Folgefonna Skisenter;SN49085;13.08.2021;9.2;6.3;5;0;0
Folgefonna Skisenter;SN49085;14.08.2021;6.3;5.5;4.3;2.9;0
Folgefonna Skisenter;SN49085;15.08.2021;6.2;4.6;3.9;5.8;0
Folgefonna Skisenter;SN49085;16.08.2021;10.6;7.3;3.3;0.8;0
Folgefonna Skisenter;SN49085;17.08.2021;12.6;8;5.5;0;0
Folgefonna Skisenter;SN49085;18.08.2021;7.8;4.5;3.7;0;0
Folgefonna Skisenter;SN49085;19.08.2021;6.5;4.3;3.1;0.1;0
Folgefonna Skisenter;SN49085;20.08.2021;6.1;4.1;2.7;1.6;0
