,Navn,Stasjon,Tid(norsk normaltid),Nedbør (1 t),Maksimumstemperatur (1 t),Minimumstemperatur (1 t),Middelvind,Høyeste middelvind (1 t)
37768,Bergen - Florida,SN50540,22.04.2025 17:00,0.0,11.4,11.1,3.3,4.0
37769,Bergen - Florida,SN50540,22.04.2025 18:00,0.0,11.2,10.3,2.3,3.8
37770,Bergen - Florida,SN50540,22.04.2025 19:00,0.3,10.3,9.7,2.4,2.5
37771,Bergen - Florida,SN50540,22.04.2025 20:00,0.0,9.7,9.3,3.1,3.6
37772,Bergen - Florida,SN50540,22.04.2025 21:00,0.0,9.3,8.9,1.9,3.3
37773,Bergen - Florida,SN50540,22.04.2025 22:00,0.0,9.0,8.9,1.8,2.5
37774,Bergen - Florida,SN50540,22.04.2025 23:00,0.0,9.0,8.9,1.7,2.1
37775,Bergen - Florida,SN50540,23.04.2025 00:00,0.0,9.0,8.7,1.0,2.3
37776,Bergen - Florida,SN50540,23.04.2025 01:00,0.0,8.7,8.1,0.3,1.4
37777,Bergen - Florida,SN50540,23.04.2025 02:00,0.0,8.3,8.1,1.2,1.2
37778,Bergen - Florida,SN50540,23.04.2025 03:00,0.0,8.3,8.1,0.8,1.2
37779,Bergen - Florida,SN50540,23.04.2025 04:00,0.0,8.1,7.8,0.9,1.8
37780,Bergen - Florida,SN50540,23.04.2025 05:00,0.0,7.7,7.3,1.4,1.4
37781,Bergen - Florida,SN50540,23.04.2025 06:00,0.0,7.7,7.5,0.6,1.4
37782,Bergen - Florida,SN50540,23.04.2025 07:00,0.0,8.1,7.6,0.4,1.5
37783,Bergen - Florida,SN50540,23.04.2025 08:00,0.0,9.8,8.1,1.1,1.2
37784,Bergen - Florida,SN50540,23.04.2025 09:00,0.0,10.5,9.8,1.1,1.3
37785,Bergen - Florida,SN50540,23.04.2025 10:00,0.0,11.6,9.8,0.8,2.3
37786,Bergen - Florida,SN50540,23.04.2025 11:00,0.0,13.0,11.3,2.2,2.2
37787,Bergen - Florida,SN50540,23.04.2025 12:00,0.2,13.5,12.7,2.5,4.2
37788,Bergen - Florida,SN50540,23.04.2025 13:00,0.1,14.8,13.0,3.5,3.5
37789,Bergen - Florida,SN50540,23.04.2025 14:00,0.0,14.9,14.1,3.6,4.0
37790,Bergen - Florida,SN50540,23.04.2025 15:00,0.0,16.0,14.9,4.4,4.4
37791,Bergen - Florida,SN50540,23.04.2025 16:00,0.0,15.7,15.1,3.2,4.4
37792,Bergen - Florida,SN50540,23.04.2025 17:00,0.0,15.8,15.3,3.1,3.7
37793,Bergen - Florida,SN50540,23.04.2025 18:00,0.0,15.8,14.8,3.1,3.8
37794,Bergen - Florida,SN50540,23.04.2025 19:00,0.0,14.9,12.2,2.4,3.7
37795,Bergen - Florida,SN50540,23.04.2025 20:00,0.0,12.2,10.8,3.8,4.1
37796,Bergen - Florida,SN50540,23.04.2025 21:00,0.0,10.8,9.7,2.8,4.1
37797,Bergen - Florida,SN50540,23.04.2025 22:00,0.0,9.6,8.5,3.1,3.2
37798,Bergen - Florida,SN50540,23.04.2025 23:00,0.0,8.5,7.6,3.9,4.2
37799,Bergen - Florida,SN50540,24.04.2025 00:00,0.0,7.6,6.8,2.5,3.9
37800,Bergen - Florida,SN50540,24.04.2025 01:00,0.0,6.8,6.1,1.8,3.5
37801,Bergen - Florida,SN50540,24.04.2025 02:00,0.0,6.2,5.2,1.6,2.8
37802,Bergen - Florida,SN50540,24.04.2025 03:00,0.0,5.2,3.8,2.4,2.5
37803,Bergen - Florida,SN50540,24.04.2025 04:00,0.0,4.3,3.4,1.2,2.5
37804,Bergen - Florida,SN50540,24.04.2025 05:00,0.0,4.0,3.3,0.7,1.5
37805,Bergen - Florida,SN50540,24.04.2025 06:00,0.0,4.0,3.2,1.1,1.1
37806,Bergen - Florida,SN50540,24.04.2025 07:00,0.0,4.7,3.7,0.5,1.3
37807,Bergen - Florida,SN50540,24.04.2025 08:00,0.0,7.8,4.7,2.0,2.0
37808,Bergen - Florida,SN50540,24.04.2025 09:00,0.0,9.0,7.7,2.3,2.9
37809,Bergen - Florida,SN50540,24.04.2025 10:00,0.0,10.2,8.6,2.5,3.0
37810,Bergen - Florida,SN50540,24.04.2025 11:00,0.0,11.5,9.8,3.8,4.1
37811,Bergen - Florida,SN50540,24.04.2025 12:00,0.0,12.1,11.1,4.3,5.2
37812,Bergen - Florida,SN50540,24.04.2025 13:00,0.0,13.0,11.9,5.1,5.6
37813,Bergen - Florida,SN50540,24.04.2025 14:00,0.0,13.5,12.4,6.3,6.4
37814,Bergen - Florida,SN50540,24.04.2025 15:00,0.0,13.4,12.7,6.1,6.3
37815,Bergen - Florida,SN50540,24.04.2025 16:00,0.0,13.3,12.5,5.6,6.5
37816,Bergen - Florida,SN50540,24.04.2025 17:00,0.0,13.1,12.4,5.4,6.5
37817,Bergen - Florida,SN50540,24.04.2025 18:00,0.0,12.5,11.6,5.1,7.0
37818,Bergen - Florida,SN50540,24.04.2025 19:00,0.0,11.7,10.0,4.8,5.6
37819,Bergen - Florida,SN50540,24.04.2025 20:00,0.0,9.9,8.9,3.6,5.5
37820,Bergen - Florida,SN50540,24.04.2025 21:00,0.0,9.1,7.9,3.6,4.6
37821,Bergen - Florida,SN50540,24.04.2025 22:00,0.0,8.0,7.3,1.2,4.3
37822,Bergen - Florida,SN50540,24.04.2025 23:00,0.0,7.2,6.7,2.7,3.3
37823,Bergen - Florida,SN50540,25.04.2025 00:00,0.0,6.8,5.9,1.7,3.7
37824,Bergen - Florida,SN50540,25.04.2025 01:00,0.0,6.0,4.8,0.9,1.6
37825,Bergen - Florida,SN50540,25.04.2025 02:00,0.0,4.8,3.9,1.0,1.1
37826,Bergen - Florida,SN50540,25.04.2025 03:00,0.0,4.0,3.5,1.6,1.6
37827,Bergen - Florida,SN50540,25.04.2025 04:00,0.0,3.7,3.0,1.5,1.6
37828,Bergen - Florida,SN50540,25.04.2025 05:00,0.0,3.4,2.8,1.0,1.5
37829,Bergen - Florida,SN50540,25.04.2025 06:00,0.0,3.4,3.0,1.1,1.4
37830,Bergen - Florida,SN50540,25.04.2025 07:00,0.0,4.7,3.2,1.5,1.5
37831,Bergen - Florida,SN50540,25.04.2025 08:00,0.3,8.6,4.8,2.1,2.6
37832,Bergen - Florida,SN50540,25.04.2025 09:00,0.0,10.3,8.7,8.0,8.0
37833,Bergen - Florida,SN50540,25.04.2025 10:00,0.0,9.9,9.4,6.8,8.8
37834,Bergen - Florida,SN50540,25.04.2025 11:00,0.0,10.4,10.0,8.1,9.7
37835,Bergen - Florida,SN50540,25.04.2025 12:00,0.0,11.5,10.2,6.0,8.1
37836,Bergen - Florida,SN50540,25.04.2025 13:00,0.0,11.9,10.8,5.3,6.2
37837,Bergen - Florida,SN50540,25.04.2025 14:00,0.0,12.2,11.1,6.7,6.8
37838,Bergen - Florida,SN50540,25.04.2025 15:00,0.0,12.0,11.3,5.2,6.8
37839,Bergen - Florida,SN50540,25.04.2025 16:00,0.0,11.9,10.6,4.1,5.4
37840,Bergen - Florida,SN50540,25.04.2025 17:00,0.0,11.6,10.4,4.0,4.9
37841,Bergen - Florida,SN50540,25.04.2025 18:00,0.0,11.3,10.4,1.4,4.5
37842,Bergen - Florida,SN50540,25.04.2025 19:00,0.0,10.7,9.4,3.6,3.8
37843,Bergen - Florida,SN50540,25.04.2025 20:00,0.0,9.3,8.5,3.0,3.5
37844,Bergen - Florida,SN50540,25.04.2025 21:00,0.0,8.6,7.5,1.7,3.3
37845,Bergen - Florida,SN50540,25.04.2025 22:00,0.0,7.7,6.5,2.1,2.1
37846,Bergen - Florida,SN50540,25.04.2025 23:00,0.0,6.5,5.8,1.6,2.1
37847,Bergen - Florida,SN50540,26.04.2025 00:00,0.0,5.8,5.2,1.3,1.7
37848,Bergen - Florida,SN50540,26.04.2025 01:00,0.0,5.4,4.7,1.2,1.5
37849,Bergen - Florida,SN50540,26.04.2025 02:00,0.0,4.8,4.3,1.7,1.9
37850,Bergen - Florida,SN50540,26.04.2025 03:00,0.0,4.8,4.2,2.2,2.2
37851,Bergen - Florida,SN50540,26.04.2025 04:00,0.0,4.4,3.5,1.9,2.2
37852,Bergen - Florida,SN50540,26.04.2025 05:00,0.0,3.9,3.6,1.6,2.1
37853,Bergen - Florida,SN50540,26.04.2025 06:00,0.0,3.6,3.2,1.6,1.6
37854,Bergen - Florida,SN50540,26.04.2025 07:00,0.0,4.8,3.5,0.4,2.1
37855,Bergen - Florida,SN50540,26.04.2025 08:00,0.0,7.6,4.9,0.8,0.9
37856,Bergen - Florida,SN50540,26.04.2025 09:00,0.0,10.6,7.6,1.0,1.1
37857,Bergen - Florida,SN50540,26.04.2025 10:00,0.0,12.8,10.5,2.2,2.2
37858,Bergen - Florida,SN50540,26.04.2025 11:00,0.0,14.1,12.5,3.4,3.9
37859,Bergen - Florida,SN50540,26.04.2025 12:00,0.0,14.6,13.2,2.1,4.1
37860,Bergen - Florida,SN50540,26.04.2025 13:00,0.0,15.3,14.4,3.7,3.9
37861,Bergen - Florida,SN50540,26.04.2025 14:00,0.0,15.3,14.2,3.6,4.8
37862,Bergen - Florida,SN50540,26.04.2025 15:00,0.0,15.5,14.2,4.3,5.5
37863,Bergen - Florida,SN50540,26.04.2025 16:00,0.0,14.7,13.1,5.1,5.4
37864,Bergen - Florida,SN50540,26.04.2025 17:00,0.0,13.5,12.7,5.8,5.8
37865,Bergen - Florida,SN50540,26.04.2025 18:00,0.0,12.7,11.8,5.7,6.3
37866,Bergen - Florida,SN50540,26.04.2025 19:00,0.0,11.7,10.3,4.4,5.6
37867,Bergen - Florida,SN50540,26.04.2025 20:00,0.0,10.3,9.5,2.2,4.3
37868,Bergen - Florida,SN50540,26.04.2025 21:00,0.0,9.7,8.2,1.6,2.3
37869,Bergen - Florida,SN50540,26.04.2025 22:00,0.0,8.5,7.9,2.9,3.0
37870,Bergen - Florida,SN50540,26.04.2025 23:00,0.0,8.4,7.3,1.9,2.7
37871,Bergen - Florida,SN50540,27.04.2025 00:00,0.0,7.2,6.4,2.3,2.3
37872,Bergen - Florida,SN50540,27.04.2025 01:00,0.0,7.3,7.0,2.5,2.6
37873,Bergen - Florida,SN50540,27.04.2025 02:00,0.0,7.2,6.9,2.0,2.8
37874,Bergen - Florida,SN50540,27.04.2025 03:00,0.0,7.6,6.9,2.6,3.5
37875,Bergen - Florida,SN50540,27.04.2025 04:00,0.0,7.8,7.5,4.7,4.8
37876,Bergen - Florida,SN50540,27.04.2025 05:00,0.0,8.0,7.8,4.4,5.3
37877,Bergen - Florida,SN50540,27.04.2025 06:00,0.0,8.2,7.8,3.5,4.3
37878,Bergen - Florida,SN50540,27.04.2025 07:00,0.0,8.4,8.2,4.8,5.6
37879,Bergen - Florida,SN50540,27.04.2025 08:00,0.0,8.9,8.1,4.6,5.5
37880,Bergen - Florida,SN50540,27.04.2025 09:00,0.0,9.5,8.9,6.3,6.3
37881,Bergen - Florida,SN50540,27.04.2025 10:00,0.0,9.7,9.2,6.0,6.4
37882,Bergen - Florida,SN50540,27.04.2025 11:00,0.0,10.5,9.6,7.8,8.3
37883,Bergen - Florida,SN50540,27.04.2025 12:00,0.0,11.2,10.5,7.6,8.4
37884,Bergen - Florida,SN50540,27.04.2025 13:00,0.0,11.3,10.3,6.9,7.8
37885,Bergen - Florida,SN50540,27.04.2025 14:00,0.0,11.6,10.9,8.8,8.8
37886,Bergen - Florida,SN50540,27.04.2025 15:00,0.3,10.9,9.9,3.5,8.7
37887,Bergen - Florida,SN50540,27.04.2025 16:00,2.4,9.8,9.2,5.1,5.1
37888,Bergen - Florida,SN50540,27.04.2025 17:00,2.8,9.3,9.2,4.1,5.2
37889,Bergen - Florida,SN50540,27.04.2025 18:00,1.9,9.2,9.1,5.5,5.5
37890,Bergen - Florida,SN50540,27.04.2025 19:00,0.6,9.2,9.0,5.7,6.5
37891,Bergen - Florida,SN50540,27.04.2025 20:00,0.0,9.3,9.2,5.8,6.1
37892,Bergen - Florida,SN50540,27.04.2025 21:00,0.0,9.7,9.3,6.9,8.2
37893,Bergen - Florida,SN50540,27.04.2025 22:00,0.0,9.7,9.5,7.7,7.7
37894,Bergen - Florida,SN50540,27.04.2025 23:00,0.3,9.7,9.2,5.1,7.5
37895,Bergen - Florida,SN50540,28.04.2025 00:00,1.4,9.2,9.0,5.7,5.8
37896,Bergen - Florida,SN50540,28.04.2025 01:00,2.1,9.1,9.0,5.0,6.4
37897,Bergen - Florida,SN50540,28.04.2025 02:00,4.0,9.1,9.0,5.5,5.8
37898,Bergen - Florida,SN50540,28.04.2025 03:00,3.4,9.5,9.1,5.5,5.5
37899,Bergen - Florida,SN50540,28.04.2025 04:00,7.5,9.8,9.6,4.7,5.8
37900,Bergen - Florida,SN50540,28.04.2025 05:00,5.3,9.9,9.8,5.6,7.0
37901,Bergen - Florida,SN50540,28.04.2025 06:00,4.5,9.9,9.9,5.1,6.2
37902,Bergen - Florida,SN50540,28.04.2025 07:00,4.6,10.0,9.9,4.8,5.2
37903,Bergen - Florida,SN50540,28.04.2025 08:00,3.1,10.1,9.9,4.2,5.2
37904,Bergen - Florida,SN50540,28.04.2025 09:00,3.5,10.6,10.0,2.1,4.0
37905,Bergen - Florida,SN50540,28.04.2025 10:00,1.3,10.7,10.6,3.1,4.9
37906,Bergen - Florida,SN50540,28.04.2025 11:00,0.4,10.6,10.3,4.3,4.8
37907,Bergen - Florida,SN50540,28.04.2025 12:00,0.2,10.6,10.3,2.8,4.4
37908,Bergen - Florida,SN50540,28.04.2025 13:00,0.2,11.4,10.4,2.1,3.9
37909,Bergen - Florida,SN50540,28.04.2025 14:00,0.0,11.9,10.7,4.4,4.4
37910,Bergen - Florida,SN50540,28.04.2025 15:00,0.0,13.8,11.6,4.0,4.7
37911,Bergen - Florida,SN50540,28.04.2025 16:00,0.0,14.0,12.9,2.9,3.9
37912,Bergen - Florida,SN50540,28.04.2025 17:00,0.0,12.8,11.2,4.0,4.2
37913,Bergen - Florida,SN50540,28.04.2025 18:00,0.0,12.6,11.0,3.8,4.2
37914,Bergen - Florida,SN50540,28.04.2025 19:00,0.0,11.0,10.3,3.1,4.0
37915,Bergen - Florida,SN50540,28.04.2025 20:00,0.0,10.3,9.6,2.9,3.6
37916,Bergen - Florida,SN50540,28.04.2025 21:00,0.0,9.6,8.6,1.2,3.3
37917,Bergen - Florida,SN50540,28.04.2025 22:00,0.0,9.1,8.3,3.0,3.1
37918,Bergen - Florida,SN50540,28.04.2025 23:00,0.0,9.2,9.1,3.2,3.3
37919,Bergen - Florida,SN50540,29.04.2025 00:00,0.0,9.1,8.9,2.1,3.9
37920,Bergen - Florida,SN50540,29.04.2025 01:00,0.0,9.0,8.9,2.3,2.4
37921,Bergen - Florida,SN50540,29.04.2025 02:00,0.0,8.9,8.9,1.3,2.3
37922,Bergen - Florida,SN50540,29.04.2025 03:00,0.0,8.9,8.7,2.0,2.0
37923,Bergen - Florida,SN50540,29.04.2025 04:00,0.0,8.8,8.5,0.6,2.4
37924,Bergen - Florida,SN50540,29.04.2025 05:00,0.0,8.6,8.5,0.9,1.5
37925,Bergen - Florida,SN50540,29.04.2025 06:00,0.0,8.7,8.5,1.0,1.4
37926,Bergen - Florida,SN50540,29.04.2025 07:00,0.0,9.1,8.7,1.5,1.5
37927,Bergen - Florida,SN50540,29.04.2025 08:00,0.0,9.9,9.1,1.4,2.0
37928,Bergen - Florida,SN50540,29.04.2025 09:00,0.0,11.8,9.7,2.5,2.5
37929,Bergen - Florida,SN50540,29.04.2025 10:00,0.0,11.6,10.9,4.1,4.3
37930,Bergen - Florida,SN50540,29.04.2025 11:00,0.0,12.1,11.1,4.9,5.2
37931,Bergen - Florida,SN50540,29.04.2025 12:00,0.0,12.0,11.2,3.8,5.6
37932,Bergen - Florida,SN50540,29.04.2025 13:00,0.6,11.2,9.6,4.1,4.7
37933,Bergen - Florida,SN50540,29.04.2025 14:00,0.5,9.8,9.5,4.4,5.6
37934,Bergen - Florida,SN50540,29.04.2025 15:00,1.5,9.6,9.1,6.0,6.0
37935,Bergen - Florida,SN50540,29.04.2025 16:00,0.7,9.3,8.9,4.8,8.2
37936,Bergen - Florida,SN50540,29.04.2025 17:00,1.4,9.0,8.7,5.7,5.7
37937,Bergen - Florida,SN50540,29.04.2025 18:00,0.7,9.3,8.7,5.5,6.5
37938,Bergen - Florida,SN50540,29.04.2025 19:00,1.1,9.9,9.3,1.9,5.6
37939,Bergen - Florida,SN50540,29.04.2025 20:00,0.9,10.1,9.9,4.0,4.7
37940,Bergen - Florida,SN50540,29.04.2025 21:00,0.0,9.9,9.5,4.7,4.7
37941,Bergen - Florida,SN50540,29.04.2025 22:00,0.0,9.5,8.9,2.7,4.8
37942,Bergen - Florida,SN50540,29.04.2025 23:00,0.0,8.9,8.7,3.0,3.5
37943,Bergen - Florida,SN50540,30.04.2025 00:00,0.0,8.7,8.4,0.9,3.1
37944,Bergen - Florida,SN50540,30.04.2025 01:00,0.0,8.7,8.5,1.4,2.2
37945,Bergen - Florida,SN50540,30.04.2025 02:00,0.0,8.6,8.0,0.7,1.6
37946,Bergen - Florida,SN50540,30.04.2025 03:00,0.0,7.9,7.3,0.8,1.0
37947,Bergen - Florida,SN50540,30.04.2025 04:00,0.0,7.4,6.6,1.2,1.3
37948,Bergen - Florida,SN50540,30.04.2025 05:00,0.0,6.5,6.0,1.3,1.3
37949,Bergen - Florida,SN50540,30.04.2025 06:00,0.0,6.4,5.8,1.0,2.2
37950,Bergen - Florida,SN50540,30.04.2025 07:00,0.0,7.2,6.3,0.9,1.2
37951,Bergen - Florida,SN50540,30.04.2025 08:00,0.0,9.7,7.2,0.8,0.9
37952,Bergen - Florida,SN50540,30.04.2025 09:00,0.0,11.0,9.7,3.4,3.4
37953,Bergen - Florida,SN50540,30.04.2025 10:00,0.0,12.4,10.6,1.9,3.6
37954,Bergen - Florida,SN50540,30.04.2025 11:00,0.0,13.1,11.7,2.5,2.8
37955,Bergen - Florida,SN50540,30.04.2025 12:00,0.0,14.3,12.5,2.7,3.3
37956,Bergen - Florida,SN50540,30.04.2025 13:00,0.0,14.9,12.7,2.6,3.2
37957,Bergen - Florida,SN50540,30.04.2025 14:00,0.0,13.8,12.8,3.8,4.5
37958,Bergen - Florida,SN50540,30.04.2025 15:00,0.0,13.3,12.7,3.3,4.5
37959,Bergen - Florida,SN50540,30.04.2025 16:00,0.0,12.7,11.6,2.1,3.3
37960,Bergen - Florida,SN50540,30.04.2025 17:00,0.0,12.1,11.2,1.3,2.6
37961,Bergen - Florida,SN50540,30.04.2025 18:00,0.0,11.8,11.3,1.1,1.8
37962,Bergen - Florida,SN50540,30.04.2025 19:00,0.0,11.7,11.5,1.4,1.4
37963,Bergen - Florida,SN50540,30.04.2025 20:00,0.0,12.0,11.6,1.7,3.1
37964,Bergen - Florida,SN50540,30.04.2025 21:00,0.0,11.5,11.0,3.2,3.3
37965,Bergen - Florida,SN50540,30.04.2025 22:00,0.0,11.0,9.7,2.8,3.1
37966,Bergen - Florida,SN50540,30.04.2025 23:00,0.0,10.2,9.6,3.9,4.3
37967,Bergen - Florida,SN50540,01.05.2025 00:00,0.0,10.2,9.9,4.3,4.3
37968,Bergen - Florida,SN50540,01.05.2025 01:00,0.0,10.6,10.1,3.8,4.5
37969,Bergen - Florida,SN50540,01.05.2025 02:00,0.0,10.7,10.0,2.9,4.4
37970,Bergen - Florida,SN50540,01.05.2025 03:00,0.0,10.3,9.8,2.4,2.9
37971,Bergen - Florida,SN50540,01.05.2025 04:00,0.0,10.2,9.8,4.5,4.5
37972,Bergen - Florida,SN50540,01.05.2025 05:00,0.0,11.5,10.2,4.4,4.9
37973,Bergen - Florida,SN50540,01.05.2025 06:00,0.0,11.8,11.3,3.9,4.7
37974,Bergen - Florida,SN50540,01.05.2025 07:00,0.0,12.3,11.8,5.2,5.2
37975,Bergen - Florida,SN50540,01.05.2025 08:00,0.0,13.0,11.9,6.0,9.3
37976,Bergen - Florida,SN50540,01.05.2025 09:00,0.0,13.9,13.0,6.5,9.2
37977,Bergen - Florida,SN50540,01.05.2025 10:00,0.0,14.5,13.2,7.9,8.6
37978,Bergen - Florida,SN50540,01.05.2025 11:00,0.1,14.2,13.3,8.1,9.2
37979,Bergen - Florida,SN50540,01.05.2025 12:00,0.0,13.5,13.1,8.2,8.3
37980,Bergen - Florida,SN50540,01.05.2025 13:00,0.2,13.2,12.1,5.7,8.5
37981,Bergen - Florida,SN50540,01.05.2025 14:00,4.2,12.0,11.1,5.2,7.0
37982,Bergen - Florida,SN50540,01.05.2025 15:00,2.9,11.3,10.7,2.7,5.1
37983,Bergen - Florida,SN50540,01.05.2025 16:00,0.6,10.7,10.2,5.3,5.3
37984,Bergen - Florida,SN50540,01.05.2025 17:00,2.8,10.3,10.0,1.9,5.1
37985,Bergen - Florida,SN50540,01.05.2025 18:00,0.6,10.0,9.8,1.3,2.2
37986,Bergen - Florida,SN50540,01.05.2025 19:00,0.6,9.8,9.3,2.7,3.2
37987,Bergen - Florida,SN50540,01.05.2025 20:00,0.0,9.4,9.2,1.1,3.7
37988,Bergen - Florida,SN50540,01.05.2025 21:00,1.0,9.3,8.7,2.3,2.6
37989,Bergen - Florida,SN50540,01.05.2025 22:00,0.0,8.8,8.6,2.9,3.2
37990,Bergen - Florida,SN50540,01.05.2025 23:00,0.0,8.7,8.5,5.0,5.0
37991,Bergen - Florida,SN50540,02.05.2025 00:00,0.0,8.7,8.5,1.9,5.3
37992,Bergen - Florida,SN50540,02.05.2025 01:00,0.5,8.6,8.4,2.8,6.2
37993,Bergen - Florida,SN50540,02.05.2025 02:00,0.5,8.5,8.2,3.2,3.6
37994,Bergen - Florida,SN50540,02.05.2025 03:00,0.0,8.5,7.6,2.6,3.7
37995,Bergen - Florida,SN50540,02.05.2025 04:00,0.6,8.6,8.0,3.4,4.4
37996,Bergen - Florida,SN50540,02.05.2025 05:00,0.0,8.1,7.9,5.0,5.7
37997,Bergen - Florida,SN50540,02.05.2025 06:00,0.0,8.1,8.0,4.2,6.4
37998,Bergen - Florida,SN50540,02.05.2025 07:00,0.0,8.7,8.1,4.1,5.8
37999,Bergen - Florida,SN50540,02.05.2025 08:00,0.2,8.7,7.4,3.8,7.5
38000,Bergen - Florida,SN50540,02.05.2025 09:00,0.2,8.6,7.9,4.2,5.9
38001,Bergen - Florida,SN50540,02.05.2025 10:00,0.3,9.5,8.1,4.4,6.1
38002,Bergen - Florida,SN50540,02.05.2025 11:00,0.1,9.9,8.6,4.8,6.3
38003,Bergen - Florida,SN50540,02.05.2025 12:00,0.0,9.9,8.4,5.7,5.7
38004,Bergen - Florida,SN50540,02.05.2025 13:00,0.5,10.3,7.9,2.5,6.5
38005,Bergen - Florida,SN50540,02.05.2025 14:00,0.0,10.0,8.7,4.1,4.5
38006,Bergen - Florida,SN50540,02.05.2025 15:00,0.0,10.3,9.7,4.5,4.7
38007,Bergen - Florida,SN50540,02.05.2025 16:00,0.0,10.3,9.8,4.0,6.2
38008,Bergen - Florida,SN50540,02.05.2025 17:00,0.3,10.1,9.6,4.5,5.6
38009,Bergen - Florida,SN50540,02.05.2025 18:00,0.1,9.7,9.0,4.3,7.1
38010,Bergen - Florida,SN50540,02.05.2025 19:00,3.1,9.0,8.1,1.5,4.7
38011,Bergen - Florida,SN50540,02.05.2025 20:00,0.4,8.7,8.1,4.2,4.9
38012,Bergen - Florida,SN50540,02.05.2025 21:00,0.0,8.7,8.7,3.8,4.4
38013,Bergen - Florida,SN50540,02.05.2025 22:00,1.0,8.7,7.8,1.5,5.0
38014,Bergen - Florida,SN50540,02.05.2025 23:00,0.1,7.8,7.5,1.0,1.5
38015,Bergen - Florida,SN50540,03.05.2025 00:00,1.5,7.6,7.4,0.8,1.9
38016,Bergen - Florida,SN50540,03.05.2025 01:00,0.2,7.8,7.4,1.3,1.8
38017,Bergen - Florida,SN50540,03.05.2025 02:00,2.8,7.7,7.6,2.4,3.0
38018,Bergen - Florida,SN50540,03.05.2025 03:00,1.8,7.7,7.4,1.4,2.5
38019,Bergen - Florida,SN50540,03.05.2025 04:00,0.0,7.6,7.2,2.0,2.6
38020,Bergen - Florida,SN50540,03.05.2025 05:00,0.0,7.4,7.0,1.5,2.5
38021,Bergen - Florida,SN50540,03.05.2025 06:00,0.6,7.3,6.6,0.4,3.8
38022,Bergen - Florida,SN50540,03.05.2025 07:00,1.6,6.7,6.5,0.6,0.9
38023,Bergen - Florida,SN50540,03.05.2025 08:00,1.2,7.4,6.6,1.4,1.4
38024,Bergen - Florida,SN50540,03.05.2025 09:00,0.2,8.4,7.3,3.1,3.2
38025,Bergen - Florida,SN50540,03.05.2025 10:00,0.0,9.5,8.1,3.4,3.6
38026,Bergen - Florida,SN50540,03.05.2025 11:00,0.0,11.8,8.9,3.6,4.1
38027,Bergen - Florida,SN50540,03.05.2025 12:00,0.0,10.9,10.0,4.4,4.5
38028,Bergen - Florida,SN50540,03.05.2025 13:00,0.0,11.9,9.8,4.3,6.0
38029,Bergen - Florida,SN50540,03.05.2025 14:00,0.0,12.5,10.5,9.7,9.7
38030,Bergen - Florida,SN50540,03.05.2025 15:00,0.0,12.3,11.1,8.6,10.3
38031,Bergen - Florida,SN50540,03.05.2025 16:00,0.0,12.0,10.8,11.2,11.2
38032,Bergen - Florida,SN50540,03.05.2025 17:00,0.0,11.0,9.8,8.3,11.7
38033,Bergen - Florida,SN50540,03.05.2025 18:00,0.0,9.7,9.2,9.2,9.3
38034,Bergen - Florida,SN50540,03.05.2025 19:00,0.0,9.2,8.1,10.1,11.3
38035,Bergen - Florida,SN50540,03.05.2025 20:00,0.0,8.1,7.4,7.5,10.0
38036,Bergen - Florida,SN50540,03.05.2025 21:00,0.0,7.5,6.6,7.9,9.4
38037,Bergen - Florida,SN50540,03.05.2025 22:00,0.0,6.6,6.0,8.0,8.8
38038,Bergen - Florida,SN50540,03.05.2025 23:00,0.0,6.1,5.6,7.6,8.0
38039,Bergen - Florida,SN50540,04.05.2025 00:00,0.0,5.6,5.3,7.6,8.4
38040,Bergen - Florida,SN50540,04.05.2025 01:00,0.0,5.7,5.2,6.7,8.0
38041,Bergen - Florida,SN50540,04.05.2025 02:00,0.0,5.2,4.6,6.4,6.8
38042,Bergen - Florida,SN50540,04.05.2025 03:00,0.0,4.6,4.4,4.9,6.9
38043,Bergen - Florida,SN50540,04.05.2025 04:00,0.0,4.4,4.1,4.7,5.7
38044,Bergen - Florida,SN50540,04.05.2025 05:00,0.0,4.5,4.2,4.7,6.4
38045,Bergen - Florida,SN50540,04.05.2025 06:00,0.0,4.8,4.1,5.0,7.2
38046,Bergen - Florida,SN50540,04.05.2025 07:00,0.0,6.3,4.8,4.5,6.4
38047,Bergen - Florida,SN50540,04.05.2025 08:00,0.0,8.2,6.4,5.4,5.8
38048,Bergen - Florida,SN50540,04.05.2025 09:00,0.0,9.7,8.2,4.8,6.0
38049,Bergen - Florida,SN50540,04.05.2025 10:00,0.0,10.3,9.5,6.7,7.2
38050,Bergen - Florida,SN50540,04.05.2025 11:00,0.0,11.1,9.7,2.9,6.3
38051,Bergen - Florida,SN50540,04.05.2025 12:00,0.0,11.8,10.7,3.3,6.3
38052,Bergen - Florida,SN50540,04.05.2025 13:00,0.0,12.5,11.0,4.8,6.5
38053,Bergen - Florida,SN50540,04.05.2025 14:00,0.0,13.1,12.0,5.9,6.4
38054,Bergen - Florida,SN50540,04.05.2025 15:00,0.0,13.6,12.8,7.0,7.0
38055,Bergen - Florida,SN50540,04.05.2025 16:00,0.0,13.6,12.6,5.2,6.8
38056,Bergen - Florida,SN50540,04.05.2025 17:00,0.0,13.3,12.7,6.1,7.2
