,Navn,Stasjon,Tid(norsk normaltid),Nedbør (1 t),Maksimumstemperatur (1 t),Minimumstemperatur (1 t),Middelvind,Høyeste middelvind (1 t)
36998,Bergen - Florida,SN50540,21.03.2025 15:00,0.0,13.1,12.1,5.8,6.1
36999,Bergen - Florida,SN50540,21.03.2025 16:00,0.0,13.5,12.7,5.9,7.6
37000,Bergen - Florida,SN50540,21.03.2025 17:00,0.0,12.9,12.5,5.2,6.8
37001,Bergen - Florida,SN50540,21.03.2025 18:00,0.0,12.5,10.9,2.8,5.3
37002,Bergen - Florida,SN50540,21.03.2025 19:00,0.0,10.9,8.9,1.7,2.7
37003,Bergen - Florida,SN50540,21.03.2025 20:00,0.0,9.0,6.6,2.3,2.7
37004,Bergen - Florida,SN50540,21.03.2025 21:00,0.0,6.5,4.8,0.6,2.1
37005,Bergen - Florida,SN50540,21.03.2025 22:00,0.0,5.2,4.1,1.5,1.5
37006,Bergen - Florida,SN50540,21.03.2025 23:00,0.0,4.2,3.3,1.6,2.0
37007,Bergen - Florida,SN50540,22.03.2025 00:00,0.0,3.7,2.8,1.8,1.8
37008,Bergen - Florida,SN50540,22.03.2025 01:00,0.0,3.2,2.1,1.3,1.9
37009,Bergen - Florida,SN50540,22.03.2025 02:00,0.0,2.3,1.8,2.3,2.3
37010,Bergen - Florida,SN50540,22.03.2025 03:00,0.0,2.0,1.6,1.6,2.5
37011,Bergen - Florida,SN50540,22.03.2025 04:00,0.0,1.8,1.3,1.7,1.8
37012,Bergen - Florida,SN50540,22.03.2025 05:00,0.0,1.5,0.9,0.9,1.6
37013,Bergen - Florida,SN50540,22.03.2025 06:00,0.0,1.6,1.2,1.6,1.6
37014,Bergen - Florida,SN50540,22.03.2025 07:00,0.0,2.6,1.6,1.0,2.6
37015,Bergen - Florida,SN50540,22.03.2025 08:00,0.0,2.4,1.6,0.7,2.0
37016,Bergen - Florida,SN50540,22.03.2025 09:00,0.0,10.7,2.2,4.1,4.6
37017,Bergen - Florida,SN50540,22.03.2025 10:00,0.0,13.6,10.9,8.2,8.3
37018,Bergen - Florida,SN50540,22.03.2025 11:00,0.0,14.5,13.6,8.0,10.7
37019,Bergen - Florida,SN50540,22.03.2025 12:00,0.0,15.3,14.3,8.6,9.8
37020,Bergen - Florida,SN50540,22.03.2025 13:00,0.0,16.2,15.2,7.8,10.1
37021,Bergen - Florida,SN50540,22.03.2025 14:00,0.0,16.2,15.7,9.3,12.0
37022,Bergen - Florida,SN50540,22.03.2025 15:00,0.0,15.9,15.4,10.4,11.2
37023,Bergen - Florida,SN50540,22.03.2025 16:00,0.0,15.6,15.2,10.2,12.2
37024,Bergen - Florida,SN50540,22.03.2025 17:00,0.0,15.3,15.0,8.2,12.1
37025,Bergen - Florida,SN50540,22.03.2025 18:00,0.0,15.1,14.1,9.9,10.7
37026,Bergen - Florida,SN50540,22.03.2025 19:00,0.0,14.1,13.3,10.0,11.5
37027,Bergen - Florida,SN50540,22.03.2025 20:00,0.0,13.3,12.9,8.4,10.3
37028,Bergen - Florida,SN50540,22.03.2025 21:00,0.0,13.0,12.5,8.8,9.6
37029,Bergen - Florida,SN50540,22.03.2025 22:00,0.0,12.6,12.1,8.0,9.0
37030,Bergen - Florida,SN50540,22.03.2025 23:00,0.0,12.2,11.5,7.5,8.0
37031,Bergen - Florida,SN50540,23.03.2025 00:00,0.0,12.0,10.9,4.6,7.8
37032,Bergen - Florida,SN50540,23.03.2025 01:00,0.0,11.1,8.8,3.2,4.7
37033,Bergen - Florida,SN50540,23.03.2025 02:00,0.0,8.7,6.7,2.0,3.3
37034,Bergen - Florida,SN50540,23.03.2025 03:00,0.0,6.6,5.1,2.6,3.2
37035,Bergen - Florida,SN50540,23.03.2025 04:00,0.0,8.5,5.9,4.6,8.4
37036,Bergen - Florida,SN50540,23.03.2025 05:00,0.0,7.5,6.5,4.7,6.0
37037,Bergen - Florida,SN50540,23.03.2025 06:00,0.0,7.4,6.5,4.1,6.8
37038,Bergen - Florida,SN50540,23.03.2025 07:00,0.0,7.1,5.6,5.8,5.8
37039,Bergen - Florida,SN50540,23.03.2025 08:00,0.0,8.4,6.4,8.0,8.3
37040,Bergen - Florida,SN50540,23.03.2025 09:00,0.0,10.9,8.3,2.2,7.7
37041,Bergen - Florida,SN50540,23.03.2025 10:00,0.0,12.2,10.9,4.1,5.0
37042,Bergen - Florida,SN50540,23.03.2025 11:00,0.0,12.7,11.9,7.2,7.2
37043,Bergen - Florida,SN50540,23.03.2025 12:00,0.0,12.9,12.3,7.6,10.4
37044,Bergen - Florida,SN50540,23.03.2025 13:00,0.0,13.5,12.8,11.9,11.9
37045,Bergen - Florida,SN50540,23.03.2025 14:00,0.0,13.5,12.9,7.7,11.7
37046,Bergen - Florida,SN50540,23.03.2025 15:00,0.0,13.8,13.4,5.4,8.1
37047,Bergen - Florida,SN50540,23.03.2025 16:00,0.0,13.7,12.6,4.7,7.0
37048,Bergen - Florida,SN50540,23.03.2025 17:00,0.0,12.9,12.5,4.4,6.8
37049,Bergen - Florida,SN50540,23.03.2025 18:00,0.0,12.5,11.9,4.1,5.9
37050,Bergen - Florida,SN50540,23.03.2025 19:00,0.0,12.1,11.2,4.1,4.5
37051,Bergen - Florida,SN50540,23.03.2025 20:00,0.0,11.1,10.0,3.7,4.2
37052,Bergen - Florida,SN50540,23.03.2025 21:00,0.0,11.0,9.6,2.1,4.0
37053,Bergen - Florida,SN50540,23.03.2025 22:00,0.0,9.6,9.4,1.8,2.9
37054,Bergen - Florida,SN50540,23.03.2025 23:00,0.0,9.9,9.5,2.6,2.6
37055,Bergen - Florida,SN50540,24.03.2025 00:00,0.0,9.9,9.1,1.9,2.9
37056,Bergen - Florida,SN50540,24.03.2025 01:00,0.0,9.6,9.1,3.1,3.3
37057,Bergen - Florida,SN50540,24.03.2025 02:00,0.0,9.6,9.1,2.5,3.0
37058,Bergen - Florida,SN50540,24.03.2025 03:00,0.0,9.7,9.3,3.4,3.8
37059,Bergen - Florida,SN50540,24.03.2025 04:00,0.0,9.7,9.3,4.2,4.2
37060,Bergen - Florida,SN50540,24.03.2025 05:00,0.0,9.7,9.3,4.0,4.3
37061,Bergen - Florida,SN50540,24.03.2025 06:00,0.0,9.4,8.9,4.4,4.4
37062,Bergen - Florida,SN50540,24.03.2025 07:00,0.0,9.1,8.4,3.6,5.3
37063,Bergen - Florida,SN50540,24.03.2025 08:00,0.0,8.4,7.9,4.1,4.7
37064,Bergen - Florida,SN50540,24.03.2025 09:00,0.0,7.8,7.6,4.2,4.7
37065,Bergen - Florida,SN50540,24.03.2025 10:00,0.0,7.6,7.3,5.1,6.3
37066,Bergen - Florida,SN50540,24.03.2025 11:00,0.0,7.3,6.8,8.3,8.4
37067,Bergen - Florida,SN50540,24.03.2025 12:00,0.5,6.8,6.1,5.4,8.5
37068,Bergen - Florida,SN50540,24.03.2025 13:00,1.4,6.2,6.0,5.9,6.2
37069,Bergen - Florida,SN50540,24.03.2025 14:00,2.9,6.0,5.9,5.2,6.7
37070,Bergen - Florida,SN50540,24.03.2025 15:00,2.3,6.2,6.0,5.8,5.8
37071,Bergen - Florida,SN50540,24.03.2025 16:00,2.7,6.2,5.9,5.9,6.4
37072,Bergen - Florida,SN50540,24.03.2025 17:00,5.2,5.9,5.6,4.0,7.0
37073,Bergen - Florida,SN50540,24.03.2025 18:00,3.2,5.6,5.3,4.3,6.2
37074,Bergen - Florida,SN50540,24.03.2025 19:00,4.5,5.3,5.2,5.9,6.1
37075,Bergen - Florida,SN50540,24.03.2025 20:00,3.0,5.3,5.2,5.7,5.9
37076,Bergen - Florida,SN50540,24.03.2025 21:00,2.8,5.5,5.2,5.6,6.8
37077,Bergen - Florida,SN50540,24.03.2025 22:00,2.7,5.4,5.0,6.8,6.8
37078,Bergen - Florida,SN50540,24.03.2025 23:00,2.2,5.1,4.9,6.0,6.6
37079,Bergen - Florida,SN50540,25.03.2025 00:00,2.1,5.1,4.9,6.4,6.6
37080,Bergen - Florida,SN50540,25.03.2025 01:00,1.6,5.5,5.1,7.0,7.1
37081,Bergen - Florida,SN50540,25.03.2025 02:00,1.5,5.8,5.5,6.6,7.0
37082,Bergen - Florida,SN50540,25.03.2025 03:00,2.5,6.1,5.8,5.7,6.5
37083,Bergen - Florida,SN50540,25.03.2025 04:00,0.9,6.3,6.1,4.3,5.9
37084,Bergen - Florida,SN50540,25.03.2025 05:00,0.3,6.4,6.3,4.1,4.2
37085,Bergen - Florida,SN50540,25.03.2025 06:00,0.3,6.6,6.4,3.2,4.6
37086,Bergen - Florida,SN50540,25.03.2025 07:00,0.3,6.7,6.6,2.8,3.7
37087,Bergen - Florida,SN50540,25.03.2025 08:00,0.3,7.0,6.7,3.4,3.9
37088,Bergen - Florida,SN50540,25.03.2025 09:00,0.4,7.2,7.0,0.6,3.6
37089,Bergen - Florida,SN50540,25.03.2025 10:00,0.6,7.2,6.6,3.0,3.7
37090,Bergen - Florida,SN50540,25.03.2025 11:00,0.3,6.7,6.2,2.9,3.5
37091,Bergen - Florida,SN50540,25.03.2025 12:00,0.4,6.7,6.4,2.8,3.5
37092,Bergen - Florida,SN50540,25.03.2025 13:00,0.1,6.7,6.0,2.1,3.9
37093,Bergen - Florida,SN50540,25.03.2025 14:00,0.0,8.0,6.7,2.3,2.3
37094,Bergen - Florida,SN50540,25.03.2025 15:00,0.0,7.9,7.5,2.8,3.0
37095,Bergen - Florida,SN50540,25.03.2025 16:00,0.0,7.8,7.1,2.8,3.7
37096,Bergen - Florida,SN50540,25.03.2025 17:00,0.0,7.5,7.1,3.9,3.9
37097,Bergen - Florida,SN50540,25.03.2025 18:00,0.0,7.3,6.6,4.3,5.7
37098,Bergen - Florida,SN50540,25.03.2025 19:00,0.0,6.6,6.2,3.6,4.9
37099,Bergen - Florida,SN50540,25.03.2025 20:00,0.0,6.2,5.9,2.5,3.8
37100,Bergen - Florida,SN50540,25.03.2025 21:00,0.0,5.9,5.6,1.3,2.3
37101,Bergen - Florida,SN50540,25.03.2025 22:00,0.0,5.7,5.6,0.8,1.5
37102,Bergen - Florida,SN50540,25.03.2025 23:00,0.0,6.0,5.7,2.5,2.6
37103,Bergen - Florida,SN50540,26.03.2025 00:00,0.0,6.0,5.8,2.3,2.9
37104,Bergen - Florida,SN50540,26.03.2025 01:00,0.0,6.0,5.8,0.7,2.5
37105,Bergen - Florida,SN50540,26.03.2025 02:00,0.0,5.9,5.5,0.4,2.1
37106,Bergen - Florida,SN50540,26.03.2025 03:00,0.0,5.5,5.3,1.5,1.5
37107,Bergen - Florida,SN50540,26.03.2025 04:00,0.0,5.5,5.3,2.0,2.3
37108,Bergen - Florida,SN50540,26.03.2025 05:00,0.1,5.3,5.2,2.3,2.8
37109,Bergen - Florida,SN50540,26.03.2025 06:00,0.0,5.3,5.2,2.1,2.8
37110,Bergen - Florida,SN50540,26.03.2025 07:00,0.1,5.3,5.2,3.0,3.6
37111,Bergen - Florida,SN50540,26.03.2025 08:00,0.4,5.5,5.3,3.8,3.9
37112,Bergen - Florida,SN50540,26.03.2025 09:00,0.1,6.0,5.5,2.7,3.8
37113,Bergen - Florida,SN50540,26.03.2025 10:00,0.0,6.3,5.9,4.6,5.4
37114,Bergen - Florida,SN50540,26.03.2025 11:00,0.0,6.9,6.2,4.5,5.0
37115,Bergen - Florida,SN50540,26.03.2025 12:00,0.7,7.1,6.7,4.2,4.7
37116,Bergen - Florida,SN50540,26.03.2025 13:00,0.2,7.6,7.1,3.9,4.4
37117,Bergen - Florida,SN50540,26.03.2025 14:00,0.0,8.0,7.6,3.6,4.1
37118,Bergen - Florida,SN50540,26.03.2025 15:00,0.1,8.1,8.0,4.1,4.3
37119,Bergen - Florida,SN50540,26.03.2025 16:00,1.1,8.0,7.7,4.2,4.5
37120,Bergen - Florida,SN50540,26.03.2025 17:00,2.2,7.8,7.3,3.5,4.5
37121,Bergen - Florida,SN50540,26.03.2025 18:00,0.8,7.5,7.3,2.9,4.2
37122,Bergen - Florida,SN50540,26.03.2025 19:00,0.0,7.5,7.3,3.2,3.9
37123,Bergen - Florida,SN50540,26.03.2025 20:00,0.0,7.3,7.2,3.4,3.6
37124,Bergen - Florida,SN50540,26.03.2025 21:00,0.0,7.3,7.2,5.0,5.2
37125,Bergen - Florida,SN50540,26.03.2025 22:00,0.0,7.5,7.3,4.8,5.2
37126,Bergen - Florida,SN50540,26.03.2025 23:00,0.0,7.5,7.4,5.1,5.7
37127,Bergen - Florida,SN50540,27.03.2025 00:00,0.0,7.5,6.9,9.0,10.4
37128,Bergen - Florida,SN50540,27.03.2025 01:00,0.1,6.9,6.7,8.4,10.8
37129,Bergen - Florida,SN50540,27.03.2025 02:00,0.2,6.8,6.6,5.5,8.4
37130,Bergen - Florida,SN50540,27.03.2025 03:00,3.1,6.6,6.4,6.8,7.8
37131,Bergen - Florida,SN50540,27.03.2025 04:00,1.9,6.5,6.4,5.6,7.4
37132,Bergen - Florida,SN50540,27.03.2025 05:00,2.1,6.5,6.4,5.5,7.5
37133,Bergen - Florida,SN50540,27.03.2025 06:00,2.8,6.4,6.4,5.5,5.9
37134,Bergen - Florida,SN50540,27.03.2025 07:00,2.2,6.6,6.4,5.0,5.7
37135,Bergen - Florida,SN50540,27.03.2025 08:00,1.1,6.8,6.5,7.5,8.1
37136,Bergen - Florida,SN50540,27.03.2025 09:00,0.3,7.3,6.8,6.3,7.5
37137,Bergen - Florida,SN50540,27.03.2025 10:00,0.1,7.4,7.2,7.6,7.9
37138,Bergen - Florida,SN50540,27.03.2025 11:00,0.0,7.6,7.4,5.3,7.8
37139,Bergen - Florida,SN50540,27.03.2025 12:00,0.0,7.9,7.5,3.7,5.1
37140,Bergen - Florida,SN50540,27.03.2025 13:00,0.0,8.7,7.9,2.8,3.6
37141,Bergen - Florida,SN50540,27.03.2025 14:00,0.0,9.0,8.6,3.4,3.4
37142,Bergen - Florida,SN50540,27.03.2025 15:00,0.0,8.9,8.7,4.8,5.5
37143,Bergen - Florida,SN50540,27.03.2025 16:00,0.1,8.8,8.4,4.6,6.4
37144,Bergen - Florida,SN50540,27.03.2025 17:00,0.0,8.6,8.4,5.9,7.5
37145,Bergen - Florida,SN50540,27.03.2025 18:00,0.0,8.6,8.5,4.1,6.4
37146,Bergen - Florida,SN50540,27.03.2025 19:00,0.0,8.6,8.5,3.9,4.0
37147,Bergen - Florida,SN50540,27.03.2025 20:00,0.2,8.6,8.0,4.4,4.5
37148,Bergen - Florida,SN50540,27.03.2025 21:00,0.7,8.1,8.0,5.2,5.4
37149,Bergen - Florida,SN50540,27.03.2025 22:00,2.4,8.0,8.0,4.6,5.2
37150,Bergen - Florida,SN50540,27.03.2025 23:00,4.0,8.1,8.0,5.7,6.4
37151,Bergen - Florida,SN50540,28.03.2025 00:00,4.7,8.2,8.1,6.0,6.2
37152,Bergen - Florida,SN50540,28.03.2025 01:00,3.6,8.5,8.2,7.4,9.1
37153,Bergen - Florida,SN50540,28.03.2025 02:00,2.9,8.7,8.4,8.2,8.4
37154,Bergen - Florida,SN50540,28.03.2025 03:00,2.3,8.8,8.7,8.6,9.5
37155,Bergen - Florida,SN50540,28.03.2025 04:00,1.7,8.7,8.5,8.2,9.1
37156,Bergen - Florida,SN50540,28.03.2025 05:00,2.1,8.5,8.1,8.4,9.6
37157,Bergen - Florida,SN50540,28.03.2025 06:00,1.3,8.1,8.0,7.1,8.4
37158,Bergen - Florida,SN50540,28.03.2025 07:00,0.0,8.0,7.9,6.8,8.4
37159,Bergen - Florida,SN50540,28.03.2025 08:00,0.0,8.1,7.9,8.6,8.6
37160,Bergen - Florida,SN50540,28.03.2025 09:00,0.0,8.2,8.1,5.9,8.8
37161,Bergen - Florida,SN50540,28.03.2025 10:00,0.3,8.2,8.0,6.0,7.2
37162,Bergen - Florida,SN50540,28.03.2025 11:00,0.3,8.3,8.1,6.0,7.2
37163,Bergen - Florida,SN50540,28.03.2025 12:00,0.6,8.6,7.7,5.8,6.2
37164,Bergen - Florida,SN50540,28.03.2025 13:00,0.2,8.5,8.2,5.3,6.5
37165,Bergen - Florida,SN50540,28.03.2025 14:00,0.0,8.8,8.4,5.1,5.5
37166,Bergen - Florida,SN50540,28.03.2025 15:00,0.0,9.0,8.7,5.5,6.1
37167,Bergen - Florida,SN50540,28.03.2025 16:00,0.0,8.9,8.6,6.9,7.0
37168,Bergen - Florida,SN50540,28.03.2025 17:00,0.0,8.7,8.4,6.9,8.4
37169,Bergen - Florida,SN50540,28.03.2025 18:00,0.0,8.4,8.0,5.9,7.9
37170,Bergen - Florida,SN50540,28.03.2025 19:00,0.0,8.0,7.7,7.0,7.9
37171,Bergen - Florida,SN50540,28.03.2025 20:00,0.0,7.7,7.5,7.0,7.5
37172,Bergen - Florida,SN50540,28.03.2025 21:00,0.0,7.4,6.9,5.4,7.5
37173,Bergen - Florida,SN50540,28.03.2025 22:00,0.0,7.0,6.9,6.8,7.1
37174,Bergen - Florida,SN50540,28.03.2025 23:00,0.0,7.0,6.8,7.2,7.7
37175,Bergen - Florida,SN50540,29.03.2025 00:00,0.1,6.9,6.7,8.4,8.8
37176,Bergen - Florida,SN50540,29.03.2025 01:00,1.4,6.6,6.3,7.2,8.7
37177,Bergen - Florida,SN50540,29.03.2025 02:00,3.4,6.5,5.9,8.4,9.6
37178,Bergen - Florida,SN50540,29.03.2025 03:00,0.3,6.2,5.9,4.8,8.0
37179,Bergen - Florida,SN50540,29.03.2025 04:00,0.0,6.3,6.1,2.8,5.7
37180,Bergen - Florida,SN50540,29.03.2025 05:00,0.3,6.2,5.6,3.3,3.5
37181,Bergen - Florida,SN50540,29.03.2025 06:00,0.0,6.0,5.6,2.9,4.5
37182,Bergen - Florida,SN50540,29.03.2025 07:00,0.0,6.2,5.9,4.3,4.3
37183,Bergen - Florida,SN50540,29.03.2025 08:00,2.6,6.2,5.6,2.5,4.5
37184,Bergen - Florida,SN50540,29.03.2025 09:00,3.1,5.7,5.6,1.5,4.2
37185,Bergen - Florida,SN50540,29.03.2025 10:00,2.4,6.0,5.7,2.0,3.8
37186,Bergen - Florida,SN50540,29.03.2025 11:00,2.3,6.1,5.6,5.0,6.5
37187,Bergen - Florida,SN50540,29.03.2025 12:00,0.6,6.4,6.1,2.3,4.8
37188,Bergen - Florida,SN50540,29.03.2025 13:00,0.3,6.6,6.0,4.9,5.1
37189,Bergen - Florida,SN50540,29.03.2025 14:00,0.7,7.2,5.2,2.0,4.6
37190,Bergen - Florida,SN50540,29.03.2025 15:00,0.9,6.8,5.6,3.8,4.8
37191,Bergen - Florida,SN50540,29.03.2025 16:00,0.0,6.6,5.9,4.1,4.8
37192,Bergen - Florida,SN50540,29.03.2025 17:00,0.0,6.9,6.5,5.3,6.6
37193,Bergen - Florida,SN50540,29.03.2025 18:00,0.0,6.8,6.0,5.5,6.6
37194,Bergen - Florida,SN50540,29.03.2025 19:00,0.0,6.0,5.3,4.1,6.4
37195,Bergen - Florida,SN50540,29.03.2025 20:00,0.0,5.7,5.4,4.1,5.4
37196,Bergen - Florida,SN50540,29.03.2025 21:00,0.0,5.9,5.4,7.2,7.6
37197,Bergen - Florida,SN50540,29.03.2025 22:00,0.3,5.9,4.8,7.2,8.7
37198,Bergen - Florida,SN50540,29.03.2025 23:00,0.3,4.8,4.4,5.0,8.0
37199,Bergen - Florida,SN50540,30.03.2025 00:00,0.8,4.4,4.0,6.0,6.9
37200,Bergen - Florida,SN50540,30.03.2025 01:00,0.6,4.2,4.0,5.0,6.1
37201,Bergen - Florida,SN50540,30.03.2025 02:00,0.3,4.5,4.1,3.3,5.5
37202,Bergen - Florida,SN50540,30.03.2025 03:00,0.0,5.0,4.4,3.0,4.7
37203,Bergen - Florida,SN50540,30.03.2025 04:00,0.0,5.6,5.0,2.4,4.1
37204,Bergen - Florida,SN50540,30.03.2025 05:00,0.0,5.6,5.3,3.3,3.7
37205,Bergen - Florida,SN50540,30.03.2025 06:00,0.0,5.5,5.4,1.4,3.4
37206,Bergen - Florida,SN50540,30.03.2025 07:00,0.0,5.8,5.5,4.3,4.3
37207,Bergen - Florida,SN50540,30.03.2025 08:00,0.0,6.2,5.7,0.9,4.5
37208,Bergen - Florida,SN50540,30.03.2025 09:00,0.0,6.8,6.2,2.3,3.2
37209,Bergen - Florida,SN50540,30.03.2025 10:00,0.0,8.2,6.8,2.7,3.4
37210,Bergen - Florida,SN50540,30.03.2025 11:00,0.0,9.9,7.7,4.9,5.2
37211,Bergen - Florida,SN50540,30.03.2025 12:00,0.0,10.4,9.3,6.5,6.5
37212,Bergen - Florida,SN50540,30.03.2025 13:00,0.0,11.7,10.4,7.0,7.3
37213,Bergen - Florida,SN50540,30.03.2025 14:00,0.0,12.0,11.4,6.5,7.8
37214,Bergen - Florida,SN50540,30.03.2025 15:00,0.0,12.5,11.4,7.0,9.0
37215,Bergen - Florida,SN50540,30.03.2025 16:00,0.0,12.1,11.0,7.0,8.6
37216,Bergen - Florida,SN50540,30.03.2025 17:00,0.0,11.5,10.0,7.5,8.4
37217,Bergen - Florida,SN50540,30.03.2025 18:00,0.0,9.9,9.0,5.6,9.5
37218,Bergen - Florida,SN50540,30.03.2025 19:00,0.0,9.3,7.1,5.7,6.7
37219,Bergen - Florida,SN50540,30.03.2025 20:00,0.0,7.1,6.2,3.2,6.8
37220,Bergen - Florida,SN50540,30.03.2025 21:00,0.0,6.3,5.6,3.4,4.2
37221,Bergen - Florida,SN50540,30.03.2025 22:00,0.0,5.6,5.1,2.6,3.3
37222,Bergen - Florida,SN50540,30.03.2025 23:00,0.0,5.2,3.7,1.6,2.7
37223,Bergen - Florida,SN50540,31.03.2025 00:00,0.0,4.2,3.2,3.7,3.7
37224,Bergen - Florida,SN50540,31.03.2025 01:00,0.0,4.2,2.7,0.3,3.6
37225,Bergen - Florida,SN50540,31.03.2025 02:00,0.0,2.7,2.2,0.9,1.2
37226,Bergen - Florida,SN50540,31.03.2025 03:00,0.0,2.5,1.8,0.8,2.4
37227,Bergen - Florida,SN50540,31.03.2025 04:00,0.0,2.0,1.4,1.6,1.6
37228,Bergen - Florida,SN50540,31.03.2025 05:00,0.0,1.6,0.6,1.5,1.6
37229,Bergen - Florida,SN50540,31.03.2025 06:00,0.0,0.9,0.4,1.3,1.6
37230,Bergen - Florida,SN50540,31.03.2025 07:00,0.0,0.9,0.3,1.0,1.5
37231,Bergen - Florida,SN50540,31.03.2025 08:00,0.0,1.9,0.9,0.7,2.1
37232,Bergen - Florida,SN50540,31.03.2025 09:00,0.0,4.5,2.0,2.1,2.5
37233,Bergen - Florida,SN50540,31.03.2025 10:00,0.0,7.1,4.4,2.2,4.3
37234,Bergen - Florida,SN50540,31.03.2025 11:00,0.0,8.7,7.2,3.8,4.3
37235,Bergen - Florida,SN50540,31.03.2025 12:00,0.0,9.4,8.5,4.2,5.7
37236,Bergen - Florida,SN50540,31.03.2025 13:00,0.0,9.6,8.9,4.4,4.9
37237,Bergen - Florida,SN50540,31.03.2025 14:00,0.0,9.4,8.7,5.1,5.5
37238,Bergen - Florida,SN50540,31.03.2025 15:00,0.0,9.0,8.4,4.8,5.5
37239,Bergen - Florida,SN50540,31.03.2025 16:00,0.0,8.8,8.2,4.7,5.2
37240,Bergen - Florida,SN50540,31.03.2025 17:00,0.0,8.8,7.9,4.4,4.7
37241,Bergen - Florida,SN50540,31.03.2025 18:00,0.1,7.9,6.9,4.5,4.7
37242,Bergen - Florida,SN50540,31.03.2025 19:00,0.0,7.0,6.4,4.7,6.1
37243,Bergen - Florida,SN50540,31.03.2025 20:00,0.2,6.5,6.0,4.5,4.6
37244,Bergen - Florida,SN50540,31.03.2025 21:00,0.2,6.1,6.0,5.2,5.4
37245,Bergen - Florida,SN50540,31.03.2025 22:00,0.0,6.1,6.0,4.4,6.8
37246,Bergen - Florida,SN50540,31.03.2025 23:00,0.1,6.3,6.0,5.0,5.0
37247,Bergen - Florida,SN50540,01.04.2025 00:00,0.0,6.4,6.3,5.0,5.5
37248,Bergen - Florida,SN50540,01.04.2025 01:00,0.0,6.6,6.4,4.8,5.2
37249,Bergen - Florida,SN50540,01.04.2025 02:00,0.0,6.8,6.6,2.8,5.0
37250,Bergen - Florida,SN50540,01.04.2025 03:00,0.0,7.3,6.8,3.2,4.5
37251,Bergen - Florida,SN50540,01.04.2025 04:00,0.0,7.3,7.2,3.6,4.0
37252,Bergen - Florida,SN50540,01.04.2025 05:00,0.0,7.6,7.2,3.1,4.0
37253,Bergen - Florida,SN50540,01.04.2025 06:00,0.0,7.8,7.6,3.2,3.2
37254,Bergen - Florida,SN50540,01.04.2025 07:00,0.0,7.9,7.6,1.2,3.2
37255,Bergen - Florida,SN50540,01.04.2025 08:00,0.0,8.4,7.9,3.4,3.8
37256,Bergen - Florida,SN50540,01.04.2025 09:00,0.0,9.2,8.4,3.4,4.4
37257,Bergen - Florida,SN50540,01.04.2025 10:00,0.0,9.9,9.2,3.6,3.8
37258,Bergen - Florida,SN50540,01.04.2025 11:00,0.0,12.6,9.8,2.7,4.3
37259,Bergen - Florida,SN50540,01.04.2025 12:00,0.0,14.5,12.4,1.3,3.3
37260,Bergen - Florida,SN50540,01.04.2025 13:00,0.0,15.2,13.9,1.7,2.7
37261,Bergen - Florida,SN50540,01.04.2025 14:00,0.0,15.2,13.8,2.5,2.6
37262,Bergen - Florida,SN50540,01.04.2025 15:00,0.0,15.3,13.0,1.3,2.5
37263,Bergen - Florida,SN50540,01.04.2025 16:00,0.0,16.6,15.0,2.6,2.6
37264,Bergen - Florida,SN50540,01.04.2025 17:00,0.0,17.2,15.2,2.7,3.3
37265,Bergen - Florida,SN50540,01.04.2025 18:00,0.0,15.3,14.6,1.5,2.7
37266,Bergen - Florida,SN50540,01.04.2025 19:00,0.0,14.8,12.9,0.8,1.5
37267,Bergen - Florida,SN50540,01.04.2025 20:00,0.0,12.9,10.6,1.8,2.1
37268,Bergen - Florida,SN50540,01.04.2025 21:00,0.0,10.6,9.5,0.9,2.0
37269,Bergen - Florida,SN50540,01.04.2025 22:00,0.0,9.4,8.4,0.6,0.8
37270,Bergen - Florida,SN50540,01.04.2025 23:00,0.0,8.6,7.9,1.5,1.7
37271,Bergen - Florida,SN50540,02.04.2025 00:00,0.0,8.1,7.4,1.3,2.1
37272,Bergen - Florida,SN50540,02.04.2025 01:00,0.0,7.7,6.9,1.2,1.6
37273,Bergen - Florida,SN50540,02.04.2025 02:00,0.0,7.2,6.6,0.2,1.2
37274,Bergen - Florida,SN50540,02.04.2025 03:00,0.0,6.6,5.9,1.4,1.4
37275,Bergen - Florida,SN50540,02.04.2025 04:00,0.0,6.1,5.5,1.5,1.6
37276,Bergen - Florida,SN50540,02.04.2025 05:00,0.0,6.0,5.4,0.7,1.9
37277,Bergen - Florida,SN50540,02.04.2025 06:00,0.0,5.5,5.1,0.4,1.5
37278,Bergen - Florida,SN50540,02.04.2025 07:00,0.0,5.5,4.9,0.5,1.8
37279,Bergen - Florida,SN50540,02.04.2025 08:00,0.0,6.7,5.2,0.2,0.7
37280,Bergen - Florida,SN50540,02.04.2025 09:00,0.0,9.4,6.8,0.9,0.9
37281,Bergen - Florida,SN50540,02.04.2025 10:00,0.0,12.9,9.0,0.6,1.0
37282,Bergen - Florida,SN50540,02.04.2025 11:00,0.0,14.4,11.8,0.9,1.3
37283,Bergen - Florida,SN50540,02.04.2025 12:00,0.0,15.7,14.4,2.2,3.3
37284,Bergen - Florida,SN50540,02.04.2025 13:00,0.0,16.3,15.0,2.6,2.6
37285,Bergen - Florida,SN50540,02.04.2025 14:00,0.0,16.8,15.3,3.4,3.6
37286,Bergen - Florida,SN50540,02.04.2025 15:00,0.0,16.3,15.2,3.2,4.6
